gid,건물1,건물2,건물3,관공서,주차장,경제인구,전기차,차량속도,입지총점,예측_일평균이용수,총점순위
마라17ab91bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab92aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab92ab,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17ab92ba,0.013245033112582781,0.0,0.0,0.0,0.0,0.002459268367660621,0.0,0.0,-0.0015370827873528556,2.4074968966694343,106.0
마라17ab92bb,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17ab93aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab93ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab93ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab93bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab94aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab94ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab94ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab94bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab95ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab95ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab95bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab96aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab96ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab96ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab96bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab97aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab97ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab97ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab97bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab98aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab98ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab98ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab98bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ab99aa,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003034070630524008,2.4791925079025385,171.0
마라17ab99ab,0.18543046357615894,0.0,0.0,0.0,0.0,0.004918536735321242,0.0,0.0,-0.01763770460122095,1.0913528825671681,650.0
마라17ab99ba,0.304635761589404,0.0,0.0,0.0,0.0,0.003381494005533354,0.0,0.0,-0.028358199786642842,1.2146434808577664,939.0
마라17ab99bb,0.06622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.18802986516666667,-0.022621533285555304,2.255768991688279,802.0
마라17ba85ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba85ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba85bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba86aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba86ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba86ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba86bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba87aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba87ab,0.0,0.0,0.0,0.0,0.0,0.0030740854595757753,0.0,0.0,-0.00040431816892906564,3.1400062823452384,70.0
마라17ba87ba,0.046357615894039736,0.4,0.0,0.0,0.0,0.40977559176145095,0.0,0.0,-0.09462471509154849,2.1172250196374343,1419.0
마라17ba87bb,0.019867549668874173,0.36,0.0,0.125,0.0,0.32616046726098985,0.0,0.0,-0.06603484425421513,2.436780372818471,1286.0
마라17ba88aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba88ab,0.013245033112582781,0.0,0.0,0.0,0.0,0.012603750384260681,0.0,0.0,-0.0028713327448187725,2.8018516681848977,163.0
마라17ba88ba,0.08609271523178808,0.04,0.0,0.0,0.0,0.005225945281278819,0.0,0.0,-0.01222406495559887,6.981863475327075,459.0
마라17ba88bb,0.10596026490066225,0.0,0.0,0.0,0.0,0.051952044266830616,0.0,0.0,-0.016542003072578033,7.473363707768358,614.0
마라17ba89aa,0.006622516556291391,0.0,0.0,0.0,0.0,0.006148170919151552,0.0,0.0,-0.0014154504639629331,2.5133804873368875,99.0
마라17ba89ab,0.006622516556291391,0.04,0.0,0.0,0.0,0.07931140485705503,0.0,0.0,-0.01468636331353174,4.97022074054654,548.0
마라17ba89ba,0.006622516556291391,0.44,0.0,0.0,0.0,0.5093759606517061,0.0,0.0,-0.10773187943727844,2.47371784688614,1449.0
마라17ba89bb,0.019867549668874173,0.24,0.0,0.0,0.0,0.25115278204734093,0.37046632124352336,0.0,-0.019715090453141047,3.086010181068267,722.0
마라17ba90aa,0.0,0.36,0.0,0.0,0.0,0.3897940362742084,0.0,0.6222218208333333,-0.13887871074157193,4.551084720021534,1510.0
마라17ba90ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba90ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba90bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba91aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba91ab,0.026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002427256504419206,2.235757445615273,144.0
마라17ba91ba,0.026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002427256504419206,2.235757445615273,144.0
마라17ba91bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba92aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba92ab,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17ba92ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba92bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba93aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba93ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba93ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba93bb,0.006622516556291391,0.0,0.0,0.0,0.0,0.0027666769136181985,0.0,0.0,-0.0009707004781409608,2.399348841046791,83.0
마라17ba94aa,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001213628252209603,2.2845975411154673,93.0
마라17ba94ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba94ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba94bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba95ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba95ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba95bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba96aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba96ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba96ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba96bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba97aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba97ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba97ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba97bb,0.0,0.0,0.0,0.0,0.0,0.0030740854595757753,0.0,0.0,-0.00040431816892906564,3.1400062823452384,70.0
마라17ba98aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba98ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba98ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba98bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17ba99aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20623795758333333,-0.018156359146375832,3.1879114840819356,675.0
마라17ba99ab,0.1456953642384106,0.0,0.0,0.0,0.0,0.002459268367660621,0.0,0.45,-0.05328955289978504,1.6574790526933392,1217.0
마라17ba99ba,0.1390728476821192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01274309664820083,1.1812259856545568,478.0
마라17ba99bb,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17bb85ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb85ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb85bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb86aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb86ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb86ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb86bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb87aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb87ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb87ba,0.059602649006622516,0.28,0.0,0.0,0.0,0.3882569935444205,0.0,0.113800578,-0.09208223942060945,2.1363984744894604,1411.0
마라17bb87bb,0.09271523178807947,0.4,0.0,0.125,0.0,0.3904088533661236,0.0,0.0,-0.08480818980104246,2.6116642514994175,1386.0
마라17bb88aa,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003034070630524008,2.4791925079025385,171.0
마라17bb88ab,0.026490066225165563,0.16,0.0,0.125,0.0,0.18075622502305563,0.0,0.0,-0.029276706844689925,2.386472036466179,955.0
마라17bb88ba,0.019867549668874173,0.24,0.0,0.0,0.0,0.2305564094681832,0.0,0.0,-0.054033147622336575,2.045349353832135,1222.0
마라17bb88bb,0.16556291390728478,0.12,0.0,0.0,0.0,0.2542268675069167,0.0,0.0,-0.0595518870102249,1.9214055759055766,1253.0
마라17bb89aa,0.059602649006622516,0.0,0.0,0.0,0.0,0.1331079003996311,0.0,0.6025433525833334,-0.07601379382124152,2.977857417295683,1334.0
마라17bb89ab,0.006622516556291391,0.04,0.0,0.0,0.0,0.05318167845066093,0.0,0.0,-0.01124965887763468,5.101273243599042,430.0
마라17bb89ba,0.059602649006622516,0.32,0.0,0.0,0.0,0.45896095911466334,0.0,0.0,-0.09501115318850906,2.157695003357418,1421.0
마라17bb89bb,0.12582781456953643,0.0,0.0,0.25,0.0,0.08730402705195205,0.0,0.391980973,-0.03448649110496032,2.5376371723514586,1042.0
마라17bb90aa,0.0,0.16,0.0,0.0,0.0,0.07931140485705503,0.0,0.0,-0.025023970474598062,5.337522332673432,873.0
마라17bb90ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb90ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,-0.025677158623366027,3.276006722177174,885.0
마라17bb90bb,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17bb91aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb91ab,0.026490066225165563,0.04,0.0,0.0,0.0,0.004303719643406086,0.0,0.0,-0.006641442369976939,4.685406669817321,284.0
마라17bb91bb,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라17bb92aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb92ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb92ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb92bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb93aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb93ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb93ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb93bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb94aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb94ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb94ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb94bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb95ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb95ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb95bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb96aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb96ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb96ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb96bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb97aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb97ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb97ba,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001213628252209603,2.2845975411154673,93.0
마라17bb97bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb98aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb98ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라17bb98ba,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.175,-0.016013109300124416,2.2060461515044403,592.0
마라17bb98bb,0.0,0.0,0.0,0.0,0.0,0.0,0.02072538860103627,0.0,0.0020714399385186166,3.3884844660798334,49.0
마라17bb99aa,0.026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002427256504419206,2.235757445615273,144.0
마라17bb99ab,0.1390728476821192,0.0,0.0,0.0,0.0,0.0,0.0,0.136199422,-0.024733545207417176,0.6173075020217882,862.0
마라17bb99ba,0.039735099337748346,0.0,0.0,0.0,0.0,0.002459268367660621,0.0,0.0,-0.003964339291772062,2.655421641521578,201.0
마라17bb99bb,0.059602649006622516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005461327134943213,2.228727806149955,242.0
마라18aa85ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa85bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa86aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa86ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa86ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa86bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa87aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa87ab,0.0,0.0,0.0,0.0,0.0,0.0021518598217030436,0.0,0.0,-0.00028302271825034604,3.1019183702573265,67.0
마라18aa87ba,0.013245033112582781,0.4,0.0,0.0,0.0,0.37719028588994774,0.0,0.3170761079166667,-0.11521897536291048,2.3875816549494173,1467.0
마라18aa87bb,0.033112582781456956,0.36,0.0,0.0,0.0,0.3605902244082385,0.0,0.0,-0.08329385570741678,2.2004134228522485,1378.0
마라18aa88aa,0.006622516556291391,0.32,0.0,0.0,0.0,0.3605902244082385,0.0,0.0,-0.07721845877394054,2.3257813389496316,1342.0
마라18aa88ab,0.033112582781456956,0.48,0.0,0.0,0.0,0.6400245926836766,0.0,0.0,-0.13099079855023998,2.348349930788757,1498.0
마라18aa88ba,0.09271523178807947,0.28,0.0,0.125,0.0,0.32339379034737165,0.0,0.0,-0.06504963243121771,2.463727743562909,1283.0
마라18aa88bb,0.09271523178807947,0.16,0.0,0.0,0.0,0.1441746080541039,0.0,0.0,-0.042050481604468566,2.3692407421384076,1124.0
마라18aa89ab,0.10596026490066225,0.0,0.0,0.0,0.0,0.0064555794651091295,0.0,0.0,-0.010558094172427862,7.597450311640676,402.0
마라18aa89ba,0.026490066225165563,0.4,0.0,0.0,0.0,0.475253612050415,0.0,0.0,-0.10141624971142318,2.294332836771663,1437.0
마라18aa89bb,0.19205298013245034,0.12,0.1,0.25,0.0,0.2920381186596987,0.0,0.0,-0.04391821757449858,2.7848609221466383,1143.0
마라18aa90aa,0.046357615894039736,0.0,0.0,0.125,0.0,0.016292652935751613,0.0,0.0,0.005126434530928853,2.794219456050672,39.0
마라18aa90ab,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라18aa90ba,0.013245033112582781,0.08,0.0,0.0,0.0,0.10298186289578849,0.0,0.0,-0.022054567769447385,4.603942405099936,784.0
마라18aa90bb,0.0728476821192053,0.4,0.0,0.0,0.0,0.34644943129419,0.0,0.0,-0.08872301731602894,1.9500739207363345,1402.0
마라18aa91aa,0.026490066225165563,0.12,0.0,0.0,0.0,0.03934829388256993,0.0,0.3471700385,-0.049110402289349535,4.474821951381264,1181.0
마라18aa91ab,0.1390728476821192,0.0,0.0,0.0,0.0,0.003381494005533354,0.0,0.0,-0.013187846634022803,1.1308047402333115,499.0
마라18aa91ba,0.052980132450331126,0.04,0.1,0.0,0.0,0.0,0.0,0.0,-0.008502653437895453,4.4674572306772475,341.0
마라18aa91bb,0.059602649006622516,0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.016405748422114334,4.158384767426212,609.0
마라18aa92aa,0.2781456953642384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02548619329640166,1.2648083160226018,881.0
마라18aa92ab,0.152317880794702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013956724900410434,1.1812259856545568,520.0
마라18aa92ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa92bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa93aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa93ab,0.019867549668874173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018204423783144046,2.235757445615273,118.0
마라18aa93ba,0.019867549668874173,0.0,0.0,0.0,0.0,0.0,0.007772020725388601,0.0,-0.0010436524013699234,2.823541284448254,85.0
마라18aa93bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa94aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa94ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa94ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa94bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa95ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa95ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa95bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa96aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa96ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa96ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa96bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa97aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa97ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa97ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa97bb,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001213628252209603,2.2845975411154673,93.0
마라18aa98aa,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라18aa98ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa98ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa98bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18aa99aa,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006068141261048015,2.2628047968481355,74.0
마라18aa99ab,0.039735099337748346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003640884756628809,2.55175305519838,192.0
마라18aa99ba,0.026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002427256504419206,2.235757445615273,144.0
마라18aa99bb,0.052980132450331126,0.0,0.0,0.0,0.0,0.0,0.0,0.175,-0.020260808182858026,2.031109212547407,734.0
마라18ab85ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab85bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab86aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab86ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab86ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab86bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab87aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1130760722045023,62.0
마라18ab87ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713511560833333,-0.023888662893893152,3.276006722177174,837.0
마라18ab87ba,0.059602649006622516,0.08,0.0,0.0,0.0,0.1647709806332616,0.0,0.0,-0.03442906184765522,3.1282861724061424,1040.0
마라18ab87bb,0.09271523178807947,0.0,0.0,0.125,0.0,0.04887795880725484,0.0,0.0,-0.003407036942452854,7.488280472551196,184.0
마라18ab88aa,0.039735099337748346,0.08,0.0,0.0,0.0,0.071318782662158,0.0,0.0,-0.020317347133897216,4.53831334073073,737.0
마라18ab88ab,0.026490066225165563,0.04,0.0,0.0,0.0,0.043959422071933596,0.0,0.0,-0.011857146749161888,4.81213487573121,448.0
마라18ab88ba,0.09271523178807947,0.0,0.0,0.0,0.0,0.059022440823854896,0.0,0.0,-0.01625830660890528,7.473363707768358,601.0
