gid,lon,lat
마라29aa98ab,128.9197174000,35.2725282400
마라29aa98ba,128.9197567000,35.2747818000
마라29aa98bb,128.9197960000,35.2770353600
마라29aa99aa,128.9198354000,35.2792889300
마라29aa99ab,128.9198747000,35.2815424900
마라29aa99ba,128.9199141000,35.2837960500
마라29aa99bb,128.9199534000,35.2860496100
마라29ab92aa,128.9214816000,35.2161566200
마라29ab92ab,128.9215209000,35.2184102100
마라29ab92ba,128.9215602000,35.2206637900
마라29ab92bb,128.9215995000,35.2229173700
마라29ab93aa,128.9216388000,35.2251709500
마라29ab93ab,128.9216781000,35.2274245300
마라29ab93ba,128.9217174000,35.2296781100
마라29ab93bb,128.9217568000,35.2319316900
마라29ab94aa,128.9217961000,35.2341852700
마라29ab94ab,128.9218354000,35.2364388500
마라29ab94ba,128.9218748000,35.2386924200
마라29ab94bb,128.9219141000,35.2409460000
마라29ab95aa,128.9219534000,35.2431995700
마라29ab95ab,128.9219928000,35.2454531400
마라29ab95ba,128.9220321000,35.2477067200
마라29ab95bb,128.9220715000,35.2499602900
마라29ab96aa,128.9221109000,35.2522138600
마라29ab96ab,128.9221502000,35.2544674300
마라29ab96ba,128.9221896000,35.2567210000
마라29ab96bb,128.9222290000,35.2589745600
마라29ab97aa,128.9222684000,35.2612281300
마라29ab97ab,128.9223078000,35.2634817000
마라29ab97ba,128.9223471000,35.2657352600
마라29ab97bb,128.9223865000,35.2679888300
마라29ab98aa,128.9224259000,35.2702423900
마라29ab98ab,128.9224653000,35.2724959500
마라29ab98ba,128.9225047000,35.2747495100
마라29ab98bb,128.9225442000,35.2770030700
마라29ab99aa,128.9225836000,35.2792566300
마라29ab99ab,128.9226230000,35.2815101900
마라29ab99ba,128.9226624000,35.2837637500
마라29ab99bb,128.9227018000,35.2860173100
마라29ba92ab,128.9242670000,35.2183779300
마라29ba92ba,128.9243064000,35.2206315100
마라29ba92bb,128.9243458000,35.2228850900
마라29ba93aa,128.9243852000,35.2251386600
마라29ba93ab,128.9244246000,35.2273922400
마라29ba93ba,128.9244640000,35.2296458200
마라29ba93bb,128.9245034000,35.2318993900
마라29ba94aa,128.9245428000,35.2341529700
마라29ba94ab,128.9245822000,35.2364065400
마라29ba94ba,128.9246216000,35.2386601100
마라29ba94bb,128.9246610000,35.2409136900
마라29ba95aa,128.9247004000,35.2431672600
마라29ba95ab,128.9247398000,35.2454208300
마라29ba95ba,128.9247793000,35.2476744000
마라29ba95bb,128.9248187000,35.2499279700
마라29ba96aa,128.9248582000,35.2521815300
마라29ba96ab,128.9248976000,35.2544351000
마라29ba96ba,128.9249370000,35.2566886700
마라29ba96bb,128.9249765000,35.2589422300
마라29ba97aa,128.9250160000,35.2611958000
마라29ba97ab,128.9250554000,35.2634493600
마라29ba97ba,128.9250949000,35.2657029200
마라29ba97bb,128.9251343000,35.2679564800
마라29ba98aa,128.9251738000,35.2702100500
마라29ba98ab,128.9252133000,35.2724636000
마라29ba98ba,128.9252528000,35.2747171600
마라29ba98bb,128.9252923000,35.2769707200
마라29ba99aa,128.9253318000,35.2792242800
마라29ba99ab,128.9253713000,35.2814778400
마라29ba99ba,128.9254108000,35.2837313900
마라29ba99bb,128.9254503000,35.2859849500
마라29bb92ab,128.9270132000,35.2183455800
마라29bb92ba,128.9270526000,35.2205991600
마라29bb92bb,128.9270921000,35.2228527400
마라29bb93aa,128.9271315000,35.2251063100
마라29bb93ab,128.9271710000,35.2273598900
마라29bb93ba,128.9272105000,35.2296134600
마라29bb93bb,128.9272500000,35.2318670300
마라29bb94aa,128.9272894000,35.2341206100
마라29bb94ab,128.9273289000,35.2363741800
마라29bb94ba,128.9273684000,35.2386277500
마라29bb94bb,128.9274079000,35.2408813200
마라29bb95aa,128.9274474000,35.2431348800
마라29bb95ab,128.9274869000,35.2453884500
마라29bb95ba,128.9275264000,35.2476420200
마라29bb95bb,128.9275659000,35.2498955900
마라29bb96aa,128.9276054000,35.2521491500
마라29bb96ab,128.9276450000,35.2544027100
마라29bb96ba,128.9276845000,35.2566562800
마라29bb96bb,128.9277240000,35.2589098400
마라29bb97aa,128.9277635000,35.2611634000
마라29bb97ab,128.9278031000,35.2634169600
마라29bb97ba,128.9278426000,35.2656705200
마라29bb97bb,128.9278822000,35.2679240800
마라29bb98aa,128.9279217000,35.2701776400
마라29bb98ab,128.9279613000,35.2724312000
마라29bb98ba,128.9280008000,35.2746847500
마라29bb98bb,128.9280404000,35.2769383100
마라29bb99aa,128.9280800000,35.2791918600
마라29bb99ab,128.9281195000,35.2814454200
마라29bb99ba,128.9281591000,35.2836989700
마라29bb99bb,128.9281987000,35.2859525200
마라30aa92ba,128.9297988000,35.2205667500
마라30aa92bb,128.9298384000,35.2228203200
마라30aa93aa,128.9298779000,35.2250739000
마라30aa93ab,128.9299174000,35.2273274700
마라30aa93ba,128.9299570000,35.2295810400
마라30aa93bb,128.9299965000,35.2318346100
마라30aa94aa,128.9300361000,35.2340881800
마라30aa94ab,128.9300757000,35.2363417500
마라30aa94ba,128.9301152000,35.2385953200
마라30aa94bb,128.9301548000,35.2408488800
마라30aa95aa,128.9301944000,35.2431024500
마라30aa95ab,128.9302339000,35.2453560100
마라30aa95ba,128.9302735000,35.2476095800
마라30aa95bb,128.9303131000,35.2498631400
마라30aa96aa,128.9303527000,35.2521167000
마라30aa96ab,128.9303923000,35.2543702600
마라30aa96ba,128.9304319000,35.2566238300
마라30aa96bb,128.9304715000,35.2588773900
마라30aa97aa,128.9305111000,35.2611309400
마라30aa97ab,128.9305507000,35.2633845000
마라30aa97ba,128.9305903000,35.2656380600
마라30aa97bb,128.9306300000,35.2678916200
마라30aa98aa,128.9306696000,35.2701451700
마라30aa98ab,128.9307092000,35.2723987300
마라30aa98ba,128.9307489000,35.2746522800
마라30aa98bb,128.9307885000,35.2769058300
마라30aa99aa,128.9308281000,35.2791593800
마라30aa99ab,128.9308678000,35.2814129300
마라30aa99ba,128.9309074000,35.2836664800
마라30aa99bb,128.9309471000,35.2859200300
마라30ab92ba,128.9325450000,35.2205342800
마라30ab92bb,128.9325847000,35.2227878500
마라30ab93aa,128.9326243000,35.2250414200
마라30ab93ab,128.9326639000,35.2272949900
마라30ab93ba,128.9327035000,35.2295485600
마라30ab93bb,128.9327431000,35.2318021300
마라30ab94aa,128.9327828000,35.2340556900
마라30ab94ab,128.9328224000,35.2363092600
마라30ab94ba,128.9328620000,35.2385628200
마라30ab94bb,128.9329017000,35.2408163900
마라30ab95aa,128.9329413000,35.2430699500
마라30ab95ab,128.9329810000,35.2453235100
마라30ab95ba,128.9330207000,35.2475770700
마라30ab95bb,128.9330603000,35.2498306300
마라30ab96aa,128.9331000000,35.2520841900
마라30ab96ab,128.9331397000,35.2543377500
마라30ab96ba,128.9331793000,35.2565913100
마라30ab96bb,128.9332190000,35.2588448700
마라30ab97aa,128.9332587000,35.2610984200
마라30ab97ab,128.9332984000,35.2633519800
마라30ab97ba,128.9333381000,35.2656055300
마라30ab97bb,128.9333778000,35.2678590900
마라30ab98aa,128.9334175000,35.2701126400
마라30ab98ab,128.9334572000,35.2723661900
마라30ab98ba,128.9334969000,35.2746197400
마라30ab98bb,128.9335366000,35.2768732900
마라30ab99aa,128.9335763000,35.2791268400
마라30ab99ab,128.9336161000,35.2813803900
마라30ab99ba,128.9336558000,35.2836339400
마라30ab99bb,128.9336955000,35.2858874800
마라30ba92bb,128.9353309000,35.2227553100
마라30ba93aa,128.9353706000,35.2250088800
마라30ba93ab,128.9354103000,35.2272624500
마라30ba93ba,128.9354500000,35.2295160100
마라30ba93bb,128.9354897000,35.2317695800
마라30ba94aa,128.9355294000,35.2340231400
마라30ba94ab,128.9355691000,35.2362767100
마라30ba94ba,128.9356089000,35.2385302700
마라30ba94bb,128.9356486000,35.2407838300
마라30ba95aa,128.9356883000,35.2430373900
마라30ba95ab,128.9357280000,35.2452909500
마라30ba95ba,128.9357678000,35.2475445100
마라30ba95bb,128.9358075000,35.2497980700
마라30ba96aa,128.9358472000,35.2520516200
마라30ba96ab,128.9358870000,35.2543051800
마라30ba96ba,128.9359267000,35.2565587300
마라30ba96bb,128.9359665000,35.2588122900
마라30ba97aa,128.9360063000,35.2610658400
마라30ba97ab,128.9360460000,35.2633193900
마라30ba97ba,128.9360858000,35.2655729500
마라30ba97bb,128.9361256000,35.2678265000
마라30ba98aa,128.9361653000,35.2700800500
마라30ba98ab,128.9362051000,35.2723336000
마라30ba98ba,128.9362449000,35.2745871400
마라30ba98bb,128.9362847000,35.2768406900
마라30ba99aa,128.9363245000,35.2790942400
마라30ba99ab,128.9363643000,35.2813477800
마라30ba99ba,128.9364041000,35.2836013300
마라30ba99bb,128.9364439000,35.2858548700
마라30bb93aa,128.9381170000,35.2249762800
마라30bb93ab,128.9381567000,35.2272298400
마라30bb93ba,128.9381965000,35.2294834100
마라30bb93bb,128.9382363000,35.2317369700
마라30bb94aa,128.9382761000,35.2339905300
마라30bb94ab,128.9383159000,35.2362440900
마라30bb94ba,128.9383557000,35.2384976500
마라30bb94bb,128.9383955000,35.2407512100
마라30bb95aa,128.9384353000,35.2430047700
마라30bb95ab,128.9384751000,35.2452583200
마라30bb95ba,128.9385149000,35.2475118800
마라30bb95bb,128.9385547000,35.2497654300
마라30bb96aa,128.9385945000,35.2520189900
마라30bb96ab,128.9386343000,35.2542725400
마라30bb96ba,128.9386742000,35.2565260900
마라30bb96bb,128.9387140000,35.2587796500
마라30bb97aa,128.9387538000,35.2610332000
마라30bb97ab,128.9387937000,35.2632867500
마라30bb97ba,128.9388335000,35.2655403000
마라30bb97bb,128.9388734000,35.2677938400
마라30bb98aa,128.9389132000,35.2700473900
마라30bb98ab,128.9389531000,35.2723009400
마라30bb98ba,128.9389929000,35.2745544800
마라30bb98bb,128.9390328000,35.2768080300
마라30bb99aa,128.9390727000,35.2790615700
마라30bb99ab,128.9391126000,35.2813151100
마라30bb99ba,128.9391524000,35.2835686600
마라30bb99bb,128.9391923000,35.2858222000
마라31aa93ab,128.9409032000,35.2271971800
마라31aa93ba,128.9409430000,35.2294507400
마라31aa93bb,128.9409829000,35.2317043000
마라31aa94aa,128.9410227000,35.2339578600
마라31aa94ab,128.9410626000,35.2362114100
마라31aa94ba,128.9411025000,35.2384649700
마라31aa94bb,128.9411423000,35.2407185300
마라31aa95aa,128.9411822000,35.2429720800
마라31aa95ab,128.9412221000,35.2452256400
마라31aa95ba,128.9412620000,35.2474791900
마라31aa95bb,128.9413019000,35.2497327400
마라31aa96aa,128.9413418000,35.2519862900
마라31aa96ab,128.9413817000,35.2542398400
마라31aa96ba,128.9414216000,35.2564933900
마라31aa96bb,128.9414615000,35.2587469400
마라31aa97aa,128.9415014000,35.2610004900
마라31aa97ab,128.9415413000,35.2632540400
마라31aa97ba,128.9415812000,35.2655075800
마라31aa97bb,128.9416212000,35.2677611300
마라31aa98aa,128.9416611000,35.2700146700
마라31aa98ab,128.9417010000,35.2722682200
마라31aa98ba,128.9417410000,35.2745217600
마라31aa98bb,128.9417809000,35.2767753000
마라31aa99aa,128.9418209000,35.2790288400
마라31aa99ab,128.9418608000,35.2812823800
마라31aa99ba,128.9419008000,35.2835359200
마라31aa99bb,128.9419407000,35.2857894600
마라31ab93ab,128.9436496000,35.2271644500
마라31ab93ba,128.9436895000,35.2294180100
마라31ab93bb,128.9437294000,35.2316715600
마라31ab94aa,128.9437694000,35.2339251200
마라31ab94ab,128.9438093000,35.2361786700
마라31ab94ba,128.9438493000,35.2384322300
마라31ab94bb,128.9438892000,35.2406857800
마라31ab95aa,128.9439292000,35.2429393300
마라31ab95ab,128.9439691000,35.2451928900
마라31ab95ba,128.9440091000,35.2474464400
마라31ab95bb,128.9440490000,35.2496999900
마라31ab96aa,128.9440890000,35.2519535300
마라31ab96ab,128.9441290000,35.2542070800
마라31ab96ba,128.9441690000,35.2564606300
마라31ab96bb,128.9442090000,35.2587141800
마라31ab97aa,128.9442489000,35.2609677200
마라31ab97ab,128.9442889000,35.2632212700
마라31ab97ba,128.9443289000,35.2654748100
마라31ab97bb,128.9443689000,35.2677283500
마라31ab98aa,128.9444089000,35.2699818900
마라31ab98ab,128.9444490000,35.2722354300
마라31ab98ba,128.9444890000,35.2744889700
마라31ab98bb,128.9445290000,35.2767425100
마라31ab99aa,128.9445690000,35.2789960500
마라31ab99ab,128.9446090000,35.2812495900
마라31ab99ba,128.9446491000,35.2835031300
마라31ab99bb,128.9446891000,35.2857566600
마라31ba93aa,128.9463560000,35.2248781000
마라31ba93ab,128.9463960000,35.2271316600
마라31ba93ba,128.9464360000,35.2293852100
마라31ba93bb,128.9464760000,35.2316387700
마라31ba94aa,128.9465160000,35.2338923200
마라31ba94ab,128.9465560000,35.2361458700
마라31ba94ba,128.9465961000,35.2383994200
마라31ba94bb,128.9466361000,35.2406529700
마라31ba95aa,128.9466761000,35.2429065200
마라31ba95ab,128.9467161000,35.2451600700
마라31ba95ba,128.9467562000,35.2474136200
마라31ba95bb,128.9467962000,35.2496671700
마라31ba96aa,128.9468363000,35.2519207100
마라31ba96ab,128.9468763000,35.2541742600
마라31ba96ba,128.9469164000,35.2564278000
마라31ba96bb,128.9469564000,35.2586813500
마라31ba97aa,128.9469965000,35.2609348900
마라31ba97ab,128.9470366000,35.2631884300
마라31ba97ba,128.9470766000,35.2654419700
마라31ba97bb,128.9471167000,35.2676955100
마라31ba98aa,128.9471568000,35.2699490500
마라31ba98ab,128.9471969000,35.2722025900
마라31ba98ba,128.9472370000,35.2744561300
마라31ba98bb,128.9472771000,35.2767096600
마라31ba99aa,128.9473172000,35.2789632000
마라31ba99ab,128.9473573000,35.2812167300
마라31ba99ba,128.9473974000,35.2834702700
마라31ba99bb,128.9474375000,35.2857238000
마라31bb93aa,128.9491023000,35.2248452500
마라31bb93ab,128.9491424000,35.2270988000
마라31bb93ba,128.9491825000,35.2293523600
마라31bb93bb,128.9492226000,35.2316059100
마라31bb94aa,128.9492627000,35.2338594600
마라31bb94ab,128.9493027000,35.2361130100
마라31bb94ba,128.9493428000,35.2383665600
마라31bb94bb,128.9493829000,35.2406201000
마라31bb95aa,128.9494230000,35.2428736500
마라31bb95ab,128.9494632000,35.2451272000
마라31bb95ba,128.9495033000,35.2473807400
마라31bb95bb,128.9495434000,35.2496342900
마라31bb96aa,128.9495835000,35.2518878300
마라31bb96ab,128.9496236000,35.2541413700
마라31bb96ba,128.9496638000,35.2563949100
마라31bb96bb,128.9497039000,35.2586484600
마라31bb97aa,128.9497440000,35.2609020000
마라31bb97ab,128.9497842000,35.2631555300
마라31bb97ba,128.9498243000,35.2654090700
마라31bb97bb,128.9498645000,35.2676626100
마라31bb98aa,128.9499047000,35.2699161500
마라31bb98ab,128.9499448000,35.2721696800
마라31bb98ba,128.9499850000,35.2744232200
마라31bb98bb,128.9500252000,35.2766767500
마라31bb99aa,128.9500653000,35.2789302800
마라31bb99ab,128.9501055000,35.2811838100
마라31bb99ba,128.9501457000,35.2834373500
마라31bb99bb,128.9501859000,35.2856908800
마라32aa93aa,128.9518487000,35.2248123400
마라32aa93ab,128.9518888000,35.2270658900
마라32aa93ba,128.9519290000,35.2293194400
마라32aa93bb,128.9519691000,35.2315729900
마라32aa94aa,128.9520093000,35.2338265300
마라32aa94ab,128.9520495000,35.2360800800
마라32aa94ba,128.9520896000,35.2383336300
마라32aa94bb,128.9521298000,35.2405871700
마라32aa95aa,128.9521700000,35.2428407200
마라32aa95ab,128.9522102000,35.2450942600
마라32aa95ba,128.9522504000,35.2473478000
마라32aa95bb,128.9522906000,35.2496013400
마라32aa96aa,128.9523308000,35.2518548800
마라32aa96ab,128.9523710000,35.2541084200
마라32aa96ba,128.9524112000,35.2563619600
마라32aa96bb,128.9524514000,35.2586155000
마라32aa97aa,128.9524916000,35.2608690400
마라32aa97ab,128.9525318000,35.2631225700
마라32aa97ba,128.9525720000,35.2653761100
마라32aa97bb,128.9526123000,35.2676296400
마라32aa98aa,128.9526525000,35.2698831800
마라32aa98ab,128.9526927000,35.2721367100
마라32aa98ba,128.9527330000,35.2743902400
마라32aa98bb,128.9527732000,35.2766437700
마라32aa99aa,128.9528135000,35.2788973000
마라32aa99ab,128.9528537000,35.2811508300
마라32aa99ba,128.9528940000,35.2834043600
마라32aa99bb,128.9529343000,35.2856578900
마라32ab93aa,128.9545950000,35.2247793600
마라32ab93ab,128.9546352000,35.2270329100
마라32ab93ba,128.9546754000,35.2292864600
마라32ab93bb,128.9547157000,35.2315400000
마라32ab94aa,128.9547559000,35.2337935500
마라32ab94ab,128.9547962000,35.2360470900
마라32ab94ba,128.9548364000,35.2383006400
마라32ab94bb,128.9548767000,35.2405541800
마라32ab95aa,128.9549169000,35.2428077200
마라32ab95ab,128.9549572000,35.2450612600
마라32ab95ba,128.9549974000,35.2473148000
마라32ab95bb,128.9550377000,35.2495683400
마라32ab96aa,128.9550780000,35.2518218800
마라32ab96ab,128.9551183000,35.2540754100
마라32ab96ba,128.9551586000,35.2563289500
마라32ab96bb,128.9551988000,35.2585824900
마라32ab97aa,128.9552391000,35.2608360200
마라32ab97ab,128.9552794000,35.2630895500
마라32ab97ba,128.9553197000,35.2653430900
마라32ab97bb,128.9553600000,35.2675966200
마라32ab98aa,128.9554003000,35.2698501500
마라32ab98ab,128.9554407000,35.2721036800
마라32ab98ba,128.9554810000,35.2743572100
마라32ab98bb,128.9555213000,35.2766107400
마라32ab99aa,128.9555616000,35.2788642600
마라32ab99ab,128.9556020000,35.2811177900
마라32ab99ba,128.9556423000,35.2833713200
마라32ab99bb,128.9556826000,35.2856248400
마라32ba93aa,128.9573413000,35.2247463300
마라32ba93ab,128.9573816000,35.2269998700
마라32ba93ba,128.9574219000,35.2292534200
마라32ba93bb,128.9574622000,35.2315069600
마라32ba94aa,128.9575025000,35.2337605000
마라32ba94ab,128.9575429000,35.2360140400
마라32ba94ba,128.9575832000,35.2382675800
마라32ba94bb,128.9576235000,35.2405211200
마라32ba95aa,128.9576638000,35.2427746600
마라32ba95ab,128.9577042000,35.2450282000
마라32ba95ba,128.9577445000,35.2472817400
마라32ba95bb,128.9577849000,35.2495352700
마라32ba96aa,128.9578252000,35.2517888100
마라32ba96ab,128.9578656000,35.2540423400
마라32ba96ba,128.9579059000,35.2562958700
마라32ba96bb,128.9579463000,35.2585494100
마라32ba97aa,128.9579867000,35.2608029400
마라32ba97ab,128.9580270000,35.2630564700
마라32ba97ba,128.9580674000,35.2653100000
마라32ba97bb,128.9581078000,35.2675635300
마라32ba98aa,128.9581482000,35.2698170600
마라32ba98ab,128.9581886000,35.2720705800
마라32ba98ba,128.9582290000,35.2743241100
마라32ba98bb,128.9582694000,35.2765776400
마라32ba99aa,128.9583098000,35.2788311600
마라32ba99ab,128.9583502000,35.2810846800
마라32ba99ba,128.9583906000,35.2833382100
마라32ba99bb,128.9584310000,35.2855917300
마라32bb93aa,128.9600876000,35.2247132300
마라32bb93ab,128.9601280000,35.2269667700
마라32bb93ba,128.9601684000,35.2292203100
마라32bb93bb,128.9602088000,35.2314738500
마라32bb94aa,128.9602492000,35.2337273900
마라32bb94ab,128.9602896000,35.2359809300
마라32bb94ba,128.9603300000,35.2382344700
마라32bb94bb,128.9603704000,35.2404880000
마라32bb95aa,128.9604108000,35.2427415400
마라32bb95ab,128.9604512000,35.2449950700
마라32bb95ba,128.9604916000,35.2472486100
마라32bb95bb,128.9605320000,35.2495021400
마라32bb96aa,128.9605724000,35.2517556700
마라32bb96ab,128.9606129000,35.2540092100
마라32bb96ba,128.9606533000,35.2562627400
마라32bb96bb,128.9606938000,35.2585162700
마라32bb97aa,128.9607342000,35.2607698000
마라32bb97ab,128.9607746000,35.2630233200
마라32bb97ba,128.9608151000,35.2652768500
마라32bb97bb,128.9608556000,35.2675303800
마라32bb98aa,128.9608960000,35.2697839000
마라32bb98ab,128.9609365000,35.2720374300
마라32bb98ba,128.9609770000,35.2742909500
마라32bb98bb,128.9610174000,35.2765444700
마라32bb99aa,128.9610579000,35.2787979900
마라32bb99ab,128.9610984000,35.2810515200
마라32bb99ba,128.9611389000,35.2833050400
마라32bb99bb,128.9611794000,35.2855585500
마라33aa93ab,128.9628744000,35.2269336000
마라33aa93ba,128.9629148000,35.2291871400
마라33aa93bb,128.9629553000,35.2314406800
마라33aa94aa,128.9629958000,35.2336942200
마라33aa94ab,128.9630362000,35.2359477500
마라33aa94ba,128.9630767000,35.2382012900
마라33aa94bb,128.9631172000,35.2404548200
마라33aa95aa,128.9631577000,35.2427083600
마라33aa95ab,128.9631982000,35.2449618900
마라33aa95ba,128.9632387000,35.2472154200
마라33aa95bb,128.9632792000,35.2494689500
마라33aa96aa,128.9633197000,35.2517224800
마라33aa96ab,128.9633602000,35.2539760100
마라33aa96ba,128.9634007000,35.2562295400
마라33aa96bb,128.9634412000,35.2584830600
마라33aa97aa,128.9634817000,35.2607365900
마라33aa97ab,128.9635223000,35.2629901100
마라33aa97ba,128.9635628000,35.2652436400
마라33aa97bb,128.9636033000,35.2674971600
마라33aa98aa,128.9636439000,35.2697506800
마라33aa98ab,128.9636844000,35.2720042100
마라33aa98ba,128.9637249000,35.2742577300
마라33aa98bb,128.9637655000,35.2765112500
마라33aa99aa,128.9638061000,35.2787647700
마라33aa99ab,128.9638466000,35.2810182800
마라33aa99ba,128.9638872000,35.2832718000
마라33aa99bb,128.9639278000,35.2855253200
마라33ab93ab,128.9656208000,35.2269003800
마라33ab93ba,128.9656613000,35.2291539100
마라33ab93bb,128.9657018000,35.2314074500
마라33ab94aa,128.9657424000,35.2336609800
마라33ab94ab,128.9657829000,35.2359145200
마라33ab94ba,128.9658235000,35.2381680500
마라33ab94bb,128.9658640000,35.2404215800
마라33ab95aa,128.9659046000,35.2426751100
마라33ab95ab,128.9659452000,35.2449286400
마라33ab95ba,128.9659857000,35.2471821700
마라33ab95bb,128.9660263000,35.2494357000
마라33ab96aa,128.9660669000,35.2516892200
마라33ab96ab,128.9661075000,35.2539427500
마라33ab96ba,128.9661481000,35.2561962700
마라33ab96bb,128.9661887000,35.2584498000
마라33ab97aa,128.9662292000,35.2607033200
마라33ab97ab,128.9662698000,35.2629568400
마라33ab97ba,128.9663105000,35.2652103700
마라33ab97bb,128.9663511000,35.2674638900
마라33ab98aa,128.9663917000,35.2697174100
마라33ab98ab,128.9664323000,35.2719709200
마라33ab98ba,128.9664729000,35.2742244400
마라33ab98bb,128.9665136000,35.2764779600
마라33ab99aa,128.9665542000,35.2787314800
마라33ab99ab,128.9665948000,35.2809849900
마라33ab99ba,128.9666355000,35.2832385100
마라33ab99bb,128.9666761000,35.2854920200
마라33ba93ab,128.9683671000,35.2268670900
마라33ba93ba,128.9684078000,35.2291206200
마라33ba93bb,128.9684484000,35.2313741500
마라33ba94aa,128.9684890000,35.2336276800
마라33ba94ab,128.9685296000,35.2358812100
마라33ba94ba,128.9685702000,35.2381347400
마라33ba94bb,128.9686109000,35.2403882700
마라33ba95aa,128.9686515000,35.2426418000
마라33ba95ab,128.9686921000,35.2448953300
마라33ba95ba,128.9687328000,35.2471488500
마라33ba95bb,128.9687734000,35.2494023800
마라33ba96aa,128.9688141000,35.2516559000
마라33ba96ab,128.9688548000,35.2539094300
마라33ba96ba,128.9688954000,35.2561629500
마라33ba96bb,128.9689361000,35.2584164700
마라33ba97aa,128.9689768000,35.2606699900
마라33ba97ab,128.9690174000,35.2629235100
마라33ba97ba,128.9690581000,35.2651770300
마라33ba97bb,128.9690988000,35.2674305500
마라33ba98aa,128.9691395000,35.2696840600
마라33ba98ab,128.9691802000,35.2719375800
마라33ba98ba,128.9692209000,35.2741911000
마라33ba98bb,128.9692616000,35.2764446100
마라33ba99aa,128.9693023000,35.2786981200
마라33ba99ab,128.9693430000,35.2809516400
마라33ba99ba,128.9693837000,35.2832051500
마라33ba99bb,128.9694245000,35.2854586600
마라33bb93ab,128.9711135000,35.2268337400
마라33bb93ba,128.9711542000,35.2290872700
마라33bb93bb,128.9711949000,35.2313408000
마라33bb94aa,128.9712356000,35.2335943200
마라33bb94ab,128.9712763000,35.2358478500
마라33bb94ba,128.9713170000,35.2381013800
마라33bb94bb,128.9713577000,35.2403549000
마라33bb95aa,128.9713984000,35.2426084300
마라33bb95ab,128.9714391000,35.2448619500
마라33bb95ba,128.9714799000,35.2471154800
마라33bb95bb,128.9715206000,35.2493690000
마라33bb96aa,128.9715613000,35.2516225200
마라33bb96ab,128.9716020000,35.2538760400
마라33bb96ba,128.9716428000,35.2561295600
마라33bb96bb,128.9716835000,35.2583830800
마라33bb97aa,128.9717243000,35.2606366000
마라33bb97ab,128.9717650000,35.2628901100
마라33bb97ba,128.9718058000,35.2651436300
마라33bb97bb,128.9718466000,35.2673971500
마라33bb98aa,128.9718873000,35.2696506600
마라33bb98ab,128.9719281000,35.2719041700
마라33bb98ba,128.9719689000,35.2741576900
마라33bb98bb,128.9720096000,35.2764112000
마라33bb99aa,128.9720504000,35.2786647100
마라33bb99ab,128.9720912000,35.2809182200
마라33bb99ba,128.9721320000,35.2831717300
마라33bb99bb,128.9721728000,35.2854252400
마라34aa93ab,128.9738599000,35.2268003200
마라34aa93ba,128.9739007000,35.2290538500
마라34aa93bb,128.9739414000,35.2313073800
마라34aa94aa,128.9739822000,35.2335609000
마라34aa94ab,128.9740230000,35.2358144300
마라34aa94ba,128.9740637000,35.2380679500
마라34aa94bb,128.9741045000,35.2403214700
마라34aa95aa,128.9741453000,35.2425750000
마라34aa95ab,128.9741861000,35.2448285200
마라34aa95ba,128.9742269000,35.2470820400
마라34aa95bb,128.9742677000,35.2493355600
마라34aa96aa,128.9743085000,35.2515890800
마라34aa96ab,128.9743493000,35.2538425900
마라34aa96ba,128.9743901000,35.2560961100
마라34aa96bb,128.9744310000,35.2583496300
마라34aa97aa,128.9744718000,35.2606031400
마라34aa97ab,128.9745126000,35.2628566600
마라34aa97ba,128.9745534000,35.2651101700
마라34aa97bb,128.9745943000,35.2673636800
마라34aa98aa,128.9746351000,35.2696171900
마라34aa98ab,128.9746760000,35.2718707000
마라34aa98ba,128.9747168000,35.2741242100
마라34aa98bb,128.9747577000,35.2763777200
마라34aa99aa,128.9747985000,35.2786312300
마라34aa99ab,128.9748394000,35.2808847400
마라34aa99ba,128.9748803000,35.2831382400
마라34aa99bb,128.9749212000,35.2853917500
마라34ab93ab,128.9766063000,35.2267668500
마라34ab93ba,128.9766471000,35.2290203700
마라34ab93bb,128.9766879000,35.2312739000
마라34ab94aa,128.9767288000,35.2335274200
마라34ab94ab,128.9767696000,35.2357809400
마라34ab94ba,128.9768105000,35.2380344600
마라34ab94bb,128.9768513000,35.2402879800
마라34ab95aa,128.9768922000,35.2425415000
마라34ab95ab,128.9769331000,35.2447950200
마라34ab95ba,128.9769740000,35.2470485400
마라34ab95bb,128.9770148000,35.2493020500
마라34ab96aa,128.9770557000,35.2515555700
마라34ab96ab,128.9770966000,35.2538090800
마라34ab96ba,128.9771375000,35.2560626000
마라34ab96bb,128.9771784000,35.2583161100
마라34ab97aa,128.9772193000,35.2605696200
마라34ab97ab,128.9772602000,35.2628231400
마라34ab97ba,128.9773011000,35.2650766500
마라34ab97bb,128.9773420000,35.2673301600
마라34ab98aa,128.9773829000,35.2695836600
마라34ab98ab,128.9774239000,35.2718371700
마라34ab98ba,128.9774648000,35.2740906800
마라34ab98bb,128.9775057000,35.2763441900
마라34ab99aa,128.9775467000,35.2785976900
마라34ab99ab,128.9775876000,35.2808512000
마라34ab99ba,128.9776285000,35.2831047000
마라34ab99bb,128.9776695000,35.2853582000
마라34ba93ba,128.9793935000,35.2289868300
마라34ba93bb,128.9794344000,35.2312403500
마라34ba94aa,128.9794754000,35.2334938700
마라34ba94ab,128.9795163000,35.2357473900
마라34ba94ba,128.9795572000,35.2380009100
마라34ba94bb,128.9795982000,35.2402544300
