건물용도코드,건물종류,건물일련번호,가점척도,경도,위도
6203,대형판매점,46422,3,128.8162585,35.1993813
6203,대형판매점,46423,3,128.8162694,35.19930434
6203,대형판매점,45451,3,128.9050397,35.24823578
6203,대형판매점,45452,3,128.9050595,35.24830942
6203,대형판매점,64014,3,128.8058394,35.20925717
6203,대형판매점,64015,3,128.8057488,35.2091449
6203,대형판매점,64016,3,128.8054665,35.20897087
6203,대형판매점,64017,3,128.8052232,35.20903551
6203,대형판매점,64018,3,128.8056248,35.20895387
6203,대형판매점,64035,3,128.8074836,35.20789592
6203,대형판매점,64036,3,128.807062,35.20792983
6203,대형판매점,64037,3,128.8071717,35.20843692
6203,대형판매점,64038,3,128.8073829,35.20827124
6203,대형판매점,64039,3,128.807258,35.20851382
6203,대형판매점,58048,3,128.7692505,35.24622719
7101,종합병원,64738,3,128.7789785,35.33151452
6203,대형판매점,56677,3,128.8399261,35.27596361
6203,대형판매점,56693,3,128.840482,35.27514477
6203,대형판매점,56694,3,128.8410099,35.27505799
6203,대형판매점,53089,3,128.8034175,35.32397565
6203,대형판매점,53090,3,128.8035012,35.32414441
6203,대형판매점,56175,3,128.842783,35.20609305
6203,대형판매점,56716,3,128.8421133,35.27460046
6203,대형판매점,56717,3,128.8424823,35.27451391
6203,대형판매점,55571,3,128.8941273,35.23081534
6203,대형판매점,55572,3,128.8942143,35.23076981
6203,대형판매점,55573,3,128.8943004,35.23080608
6203,대형판매점,55594,3,128.8968458,35.23241064
6203,대형판매점,55595,3,128.896832,35.23243912
6203,대형판매점,55596,3,128.8974984,35.2321601
6203,대형판매점,55597,3,128.8972522,35.23235673
6203,대형판매점,55373,3,128.9074689,35.24414225
6203,대형판매점,92881,3,128.8013758,35.18708758
7101,종합병원,109906,3,128.8696248,35.2301971
4023,복합유통.제공업소,111165,3,128.8867737,35.23859155
6203,대형판매점,98980,3,128.8011045,35.32300511
6203,대형판매점,108997,3,128.9009487,35.22645806
6203,대형판매점,109001,3,128.882049,35.22554641
6203,대형판매점,112305,3,128.8046909,35.19191917
4023,복합유통.제공업소,112851,3,128.7344739,35.31300223
6203,대형판매점,135138,3,128.984789,35.23626458
