건물용도코드,건물종류,건물일련번호,가점척도,경도,위도
1001,단독주택,115761,0,128.9584953,35.24986635
7108,요양소,117731,0,128.7534262,35.23951534
1001,단독주택,118943,0,128.7890456,35.17774822
17203,관리사,188078,0,128.806546,35.3587925
1003,다가구주택,118910,0,128.7904925,35.17809957
1001,단독주택,192178,0,128.8534608,35.35155483
1001,단독주택,119789,0,128.7892729,35.17687801
17999,기타동식물관련시설,183558,0,128.8509901,35.19874643
1003,다가구주택,120065,0,128.8635709,35.26845002
1003,다가구주택,115142,0,128.7263412,35.31016749
1001,단독주택,115143,0,128.9617572,35.3289447
1001,단독주택,117011,0,128.8840302,35.23779052
1003,다가구주택,119775,0,128.8542285,35.2228854
1001,단독주택,156578,0,128.8510529,35.20995186
1001,단독주택,140238,0,128.769056,35.31332273
1003,다가구주택,119955,0,128.7339872,35.30690995
17999,기타동식물관련시설,138598,0,128.765466,35.23570472
17101,축사,138599,0,128.8112545,35.32427336
1001,단독주택,115146,0,128.9618894,35.32908225
1001,단독주택,184878,0,128.8221775,35.16540807
1001,단독주택,184898,0,128.8424802,35.23477754
1001,단독주택,117194,0,128.9443443,35.24131651
1001,단독주택,192179,0,128.8535771,35.35171639
1003,다가구주택,117173,0,128.8671985,35.25215462
17999,기타동식물관련시설,156661,0,128.9061769,35.21863904
17999,기타동식물관련시설,156666,0,128.9058923,35.21872663
1001,단독주택,115153,0,128.8860472,35.30886445
1003,다가구주택,115172,0,128.9072126,35.25056191
1003,다가구주택,121521,0,128.8660316,35.25010339
17999,기타동식물관련시설,127461,0,128.9757332,35.22900042
17203,관리사,185318,0,128.7425317,35.31988872
1003,다가구주택,121323,0,128.8037516,35.19041747
17999,기타동식물관련시설,123718,0,128.9473091,35.24038002
8103,고등학교,123725,0,128.8121606,35.34485832
8103,고등학교,123726,0,128.8122125,35.34509199
17101,축사,123727,0,128.7805338,35.33530608
1003,다가구주택,117949,0,128.85144,35.20517499
1003,다가구주택,117950,0,128.8515741,35.20512369
1003,다가구주택,117948,0,128.8515241,35.20532698
17999,기타동식물관련시설,150781,0,128.9976981,35.25686198
1001,단독주택,119125,0,128.8951024,35.23294428
17999,기타동식물관련시설,119957,0,128.793417,35.28544565
1003,다가구주택,119767,0,128.8158728,35.17797186
1003,다가구주택,120858,0,128.8666615,35.25903541
1001,단독주택,127182,0,128.8588168,35.22850062
1003,다가구주택,115753,0,128.902318,35.24042976
1003,다가구주택,115756,0,128.7950769,35.19662971
1003,다가구주택,114264,0,128.7563733,35.29816817
1003,다가구주택,118879,0,128.8673652,35.22881448
1001,단독주택,115931,0,128.9342968,35.31586874
8101,초등학교,175582,0,128.8668044,35.24297132
8101,초등학교,175583,0,128.8675941,35.24291653
1001,단독주택,190099,0,128.7930158,35.18873283
3012,공중화장실,122177,0,128.8996767,35.23174036
1001,단독주택,124540,0,128.7451143,35.30400594
17999,기타동식물관련시설,124539,0,128.7729118,35.23970289
17999,기타동식물관련시설,143038,0,128.9824489,35.25056098
17999,기타동식물관련시설,143039,0,128.9826334,35.25084807
1001,단독주택,142938,0,128.8313029,35.16849343
17999,기타동식물관련시설,142978,0,128.9740856,35.22898746
17999,기타동식물관련시설,143078,0,128.9943483,35.25805057
17999,기타동식물관련시설,143098,0,128.9943248,35.25764577
17999,기타동식물관련시설,143118,0,128.9944265,35.25782621
17999,기타동식물관련시설,143119,0,128.9945171,35.25782269
17999,기타동식물관련시설,143120,0,128.9946007,35.25781902
1003,다가구주택,116256,0,128.7365943,35.30895231
1001,단독주택,119314,0,128.8156237,35.20597292
17999,기타동식물관련시설,181298,0,128.9684439,35.23136173
1003,다가구주택,116751,0,128.894444,35.2352826
17999,기타동식물관련시설,171378,0,128.8673249,35.1971294
1003,다가구주택,115990,0,128.7407508,35.31472835
1001,단독주택,123470,0,128.8497225,35.2066608
1003,다가구주택,176819,0,128.8006346,35.17901972
1003,다가구주택,115155,0,128.9034004,35.23377372
1001,단독주택,183958,0,128.8239175,35.17572259
1001,단독주택,112092,0,128.863641,35.22714378
1003,다가구주택,131079,0,128.8424808,35.2342207
17101,축사,121624,0,128.8436499,35.2896816
17101,축사,121625,0,128.8437812,35.2899492
1003,다가구주택,159061,0,128.8180926,35.20481839
17101,축사,141178,0,128.8196743,35.31806675
1001,단독주택,155518,0,128.8512533,35.35246784
1001,단독주택,155558,0,128.8271735,35.36936584
1001,단독주택,155578,0,128.8271863,35.3695252
1003,다가구주택,117151,0,128.8684374,35.25223283
1001,단독주택,159038,0,128.7414791,35.25614072
1001,단독주택,164918,0,128.8300927,35.16863119
1003,다가구주택,125918,0,128.8254065,35.17274014
1003,다가구주택,116836,0,128.8556248,35.23262832
17203,관리사,127458,0,128.9926229,35.2506734
17101,축사,127459,0,128.8104381,35.29885472
17203,관리사,127621,0,128.786422,35.34155407
1003,다가구주택,116919,0,128.8788354,35.24026979
1003,다가구주택,119525,0,128.730026,35.31363442
1001,단독주택,119526,0,128.8915075,35.28843218
1001,단독주택,127599,0,128.7923197,35.31989838
1001,단독주택,127618,0,128.8362052,35.2421008
1001,단독주택,127622,0,128.8904177,35.30682067
1003,다가구주택,119040,0,128.8649415,35.2290352
1001,단독주택,181318,0,128.7858737,35.17640734
17007,온실,120144,0,128.7570554,35.23792369
1003,다가구주택,114334,0,128.8966331,35.23307663
1001,단독주택,189638,0,128.7656468,35.33575973
17999,기타동식물관련시설,138358,0,128.8383056,35.37899851
17999,기타동식물관련시설,138359,0,128.8386591,35.37895113
17101,축사,115159,0,128.7780073,35.32215831
17203,관리사,115160,0,128.777854,35.32219193
1003,다가구주택,115854,0,128.8008527,35.17843868
1003,다가구주택,115161,0,128.8890458,35.23018615
1001,단독주택,160958,0,128.8250274,35.17459028
17999,기타동식물관련시설,162238,0,128.7879401,35.30722213
17999,기타동식물관련시설,162239,0,128.7872103,35.30749867
17999,기타동식물관련시설,162240,0,128.7868685,35.30742601
17999,기타동식물관련시설,162279,0,128.809281,35.35827447
18003,폐기물재활용시설,119880,0,128.8484944,35.32701454
1001,단독주택,162358,0,128.832345,35.16790925
1003,다가구주택,115173,0,128.8682766,35.22225581
1001,단독주택,115774,0,128.7921757,35.2015266
1001,단독주택,159478,0,128.7445483,35.25708621
1001,단독주택,159479,0,128.7446366,35.25699537
1003,다가구주택,122040,0,128.9166764,35.24026204
1003,다가구주택,118472,0,128.8752234,35.25299036
17999,기타동식물관련시설,138898,0,128.7179805,35.3004988
18004,고물상,119942,0,128.7492992,35.31659087
1001,단독주택,186958,0,128.8708401,35.32037209
17203,관리사,186998,0,128.9848032,35.24936424
1001,단독주택,121359,0,128.7913305,35.18773714
1003,다가구주택,120878,0,128.8221296,35.17638428
1003,다가구주택,117153,0,128.8837358,35.23210024
1003,다가구주택,117154,0,128.8019156,35.32245104
1001,단독주택,115855,0,128.7344835,35.22619416
1001,단독주택,120450,0,128.9220349,35.23594831
17999,기타동식물관련시설,120507,0,128.9782985,35.24330458
1001,단독주택,163898,0,128.9288682,35.29611047
17101,축사,120228,0,128.8314916,35.28246581
17999,기타동식물관련시설,128198,0,128.8631494,35.20972547
1003,다가구주택,141578,0,128.8716571,35.26551618
1001,단독주택,116270,0,128.7926703,35.32468572
1001,단독주택,120165,0,128.7443687,35.30232237
1003,다가구주택,113362,0,128.8636007,35.2434478
1003,다가구주택,133078,0,128.8880023,35.23461118
1001,단독주택,119478,0,128.8293811,35.23794116
1003,다가구주택,115171,0,128.818642,35.20434124
1001,단독주택,163398,0,128.7367455,35.29366368
1001,단독주택,164038,0,128.8693682,35.21663517
1001,단독주택,120164,0,128.9921226,35.23556456
1001,단독주택,158581,0,128.8310803,35.16851395
1003,다가구주택,117300,0,128.908213,35.25277717
1003,다가구주택,117299,0,128.7409008,35.31518463
1001,단독주택,115147,0,128.9620296,35.32893122
17999,기타동식물관련시설,178138,0,128.8149333,35.3608936
1001,단독주택,123455,0,128.8789601,35.21515201
1001,단독주택,115915,0,128.9291099,35.31110195
1003,다가구주택,118552,0,128.8529907,35.23418889
17999,기타동식물관련시설,125082,0,128.9812716,35.23331151
1001,단독주택,125078,0,128.7355017,35.30164839
1001,단독주택,133101,0,128.8303404,35.16837655
1003,다가구주택,123598,0,128.8256585,35.17245258
1003,다가구주택,120161,0,128.861745,35.24096569
1001,단독주택,156818,0,128.7686867,35.30676149
1003,다가구주택,117453,0,128.9055202,35.25083153
1001,단독주택,112093,0,128.829613,35.25229688
1003,다가구주택,112094,0,128.7906517,35.17798601
1001,단독주택,112096,0,128.84775,35.22432409
1001,단독주택,112097,0,128.8470433,35.22398675
1001,단독주택,112105,0,128.8506209,35.36540113
1001,단독주택,115645,0,128.7886931,35.1859544
1001,단독주택,113363,0,128.7319138,35.30258829
17999,기타동식물관련시설,133118,0,128.9895976,35.23251372
15005,액화가스취급소,184918,0,128.7567861,35.31455075
15005,액화가스취급소,184938,0,128.7567326,35.3143758
15005,액화가스취급소,184958,0,128.7567978,35.31468798
1001,단독주택,113367,0,128.88847,35.27569318
2007,기숙사,119974,0,128.8830278,35.29022081
8101,초등학교,176043,0,128.9123477,35.24375625
8101,초등학교,176058,0,128.9121666,35.24363547
8101,초등학교,176078,0,128.9112872,35.24384107
8101,초등학교,176098,0,128.9110793,35.24413586
1001,단독주택,190478,0,128.9631055,35.32447498
17101,축사,120136,0,128.8465786,35.36794767
1001,단독주택,120612,0,128.891781,35.34067703
17101,축사,121883,0,128.8192349,35.31751835
17204,가축용창고,121884,0,128.8189575,35.3179589
17101,축사,121887,0,128.8187174,35.31745254
17204,가축용창고,121888,0,128.8187876,35.31793651
1001,단독주택,128900,0,128.8619222,35.19852611
3012,공중화장실,127918,0,128.8106972,35.35611134
3012,공중화장실,127938,0,129.0004235,35.25348286
3012,공중화장실,127958,0,129.0004932,35.25348285
3012,공중화장실,127978,0,129.0007972,35.25587826
3012,공중화장실,127998,0,128.9679085,35.3194487
3012,공중화장실,128138,0,128.774719,35.33854938
3012,공중화장실,128158,0,128.7796134,35.34050118
17203,관리사,128641,0,128.8230132,35.19888437
17203,관리사,128642,0,128.8107177,35.21293113
1001,단독주택,128643,0,128.807632,35.16962075
17203,관리사,129359,0,128.951942,35.23453634
17204,가축용창고,129360,0,128.9521631,35.23415668
17203,관리사,129438,0,128.9440435,35.25510151
1001,단독주택,129439,0,128.9441577,35.24897799
17203,관리사,129458,0,128.9496576,35.22994471
17203,관리사,129459,0,128.9464941,35.23518559
2003,다세대주택,155638,0,128.8834737,35.23083718
17999,기타동식물관련시설,190618,0,128.8473713,35.36495496
1003,다가구주택,116995,0,128.8187346,35.20466684
1001,단독주택,116996,0,128.8186212,35.16924892
1001,단독주택,116991,0,128.8839376,35.23782046
1003,다가구주택,117307,0,128.8123027,35.19765071
17999,기타동식물관련시설,189240,0,128.8471579,35.3647624
1003,다가구주택,158058,0,128.8132207,35.19773359
1001,단독주택,120338,0,128.7429678,35.2858404
1001,단독주택,120341,0,128.7424483,35.28641846
1001,단독주택,120318,0,128.8211017,35.34464212
1003,다가구주택,125086,0,128.8438683,35.23287349
1001,단독주택,123459,0,128.8414898,35.19680134
1001,단독주택,123521,0,128.8907272,35.34188825
1001,단독주택,145958,0,128.873837,35.25399739
1003,다가구주택,159678,0,128.869085,35.22828911
16002,세차장,159681,0,128.8425731,35.22894173
1001,단독주택,159682,0,128.841339,35.33006384
1001,단독주택,159683,0,128.8413925,35.32997752
1001,단독주택,112108,0,128.9298604,35.30783452
1003,다가구주택,119860,0,128.9071036,35.25274968
1001,단독주택,148378,0,128.7186047,35.30007336
1001,단독주택,178238,0,128.825287,35.17380698
1003,다가구주택,118944,0,128.7949943,35.1901651
1001,단독주택,155798,0,128.8553327,35.34773641
1003,다가구주택,119868,0,128.882787,35.24078247
17999,기타동식물관련시설,121896,0,128.8153947,35.36094564
1001,단독주택,118873,0,128.8093427,35.17037591
1001,단독주택,123729,0,128.868156,35.29986126
1001,단독주택,119486,0,128.8450825,35.19905034
1003,다가구주택,114303,0,128.7965286,35.19743502
1001,단독주택,154918,0,128.8900017,35.28448869
1003,다가구주택,121658,0,128.8137064,35.16867507
1001,단독주택,154959,0,128.9788814,35.29473556
1003,다가구주택,116075,0,128.8598271,35.22113198
17203,관리사,121580,0,128.8344761,35.35556558
17999,기타동식물관련시설,126080,0,128.8350472,35.37752212
1001,단독주택,152498,0,128.8830358,35.23015922
17999,기타동식물관련시설,156667,0,128.9059489,35.21870112
1003,다가구주택,118754,0,128.8578207,35.23796718
1001,단독주택,159958,0,128.7305173,35.22141537
1001,단독주택,119659,0,128.7329461,35.28856088
1003,다가구주택,119660,0,128.8867005,35.23265243
17999,기타동식물관련시설,189360,0,128.8888521,35.30375689
1001,단독주택,189283,0,128.892569,35.30588426
2002,연립주택,148898,0,128.8754372,35.26245297
8005,도서관,119207,0,128.8209441,35.17260443
17007,온실,117195,0,128.9397196,35.22846581
17007,온실,117196,0,128.9397531,35.2284108
17007,온실,117197,0,128.9397481,35.22835686
17007,온실,117198,0,128.940137,35.2284967
1001,단독주택,119787,0,128.7382636,35.31645938
8102,중학교,150979,0,128.8459783,35.23331187
1003,다가구주택,112098,0,128.823616,35.22252135
1001,단독주택,135638,0,128.8230572,35.17303776
17999,기타동식물관련시설,190638,0,128.8402377,35.37734353
1001,단독주택,191318,0,128.9986463,35.26326814
16002,세차장,190558,0,128.8428779,35.22846127
1003,다가구주택,112095,0,128.8220449,35.20590164
1003,다가구주택,113369,0,128.8736605,35.26044404
1003,다가구주택,114337,0,128.811763,35.17023396
1001,단독주택,114338,0,128.803184,35.28494183
16002,세차장,114339,0,128.7376183,35.30738467
4102,체력단련장,119078,0,128.8278427,35.24235019
3013,세탁소,170618,0,128.8232443,35.20817186
1003,다가구주택,119578,0,128.8106867,35.17000989
17999,기타동식물관련시설,122281,0,128.9628898,35.23593689
1001,단독주택,157844,0,128.7780317,35.18262225
1003,다가구주택,115649,0,128.7348246,35.30195204
1003,다가구주택,115650,0,128.7346051,35.30196587
15009,석유판매소,115692,0,128.8510657,35.35044344
15009,석유판매소,115693,0,128.8510689,35.350505
1001,단독주택,126064,0,128.8589188,35.39089584
1003,다가구주택,139038,0,128.9080356,35.24762259
1001,단독주택,116491,0,128.8380208,35.1998359
1001,단독주택,184498,0,128.9275478,35.31042061
1001,단독주택,114313,0,128.8532076,35.35067756
1003,다가구주택,115258,0,128.7472898,35.31684321
1001,단독주택,157700,0,128.8247994,35.17342643
1001,단독주택,179840,0,128.8314861,35.16813401
1003,다가구주택,159419,0,128.8408354,35.2353746
1001,단독주택,159438,0,128.8232596,35.16668814
1001,단독주택,113371,0,128.9827863,35.27467438
1001,단독주택,119139,0,128.8924991,35.30559765
1001,단독주택,119140,0,128.8926063,35.30553951
1001,단독주택,114314,0,128.7527746,35.28810786
1001,단독주택,155838,0,128.9292512,35.29599898
1001,단독주택,155839,0,128.929355,35.29601065
17999,기타동식물관련시설,155858,0,128.9904452,35.23278133
17999,기타동식물관련시설,155859,0,128.9905572,35.23284566
1001,단독주택,119241,0,128.9223151,35.23669858
1003,다가구주택,117691,0,128.7380401,35.31310583
1003,다가구주택,121892,0,128.8411626,35.22818033
1001,단독주택,117155,0,128.7681158,35.24674632
1003,다가구주택,117152,0,128.8648364,35.24454837
1001,단독주택,133099,0,128.7890769,35.17869689
1003,다가구주택,123520,0,128.8673031,35.25756648
1001,단독주택,114262,0,128.8804728,35.24132646
1003,다가구주택,114263,0,128.8129518,35.16823854
17999,기타동식물관련시설,123478,0,128.9769951,35.24396914
17999,기타동식물관련시설,123479,0,128.9392345,35.24638441
17999,기타동식물관련시설,123498,0,128.9770468,35.24391775
15006,액화가스판매소,127521,0,128.8007276,35.21749397
15006,액화가스판매소,127522,0,128.8006226,35.21753583
18002,폐기물처리시설,127523,0,128.8260213,35.19648578
1001,단독주택,156838,0,128.7175914,35.30050128
1001,단독주택,156878,0,128.8912703,35.33804005
1003,다가구주택,142918,0,128.8724529,35.22359878
1003,다가구주택,113374,0,128.8819768,35.23980657
1001,단독주택,123358,0,128.8108742,35.29722424
17006,종묘배양시설,123364,0,128.9632256,35.23470444
17006,종묘배양시설,123365,0,128.9615076,35.23438891
1001,단독주택,181118,0,128.8240336,35.17555489
1003,다가구주택,119442,0,128.8016745,35.32159116
1001,단독주택,117672,0,128.9043718,35.25773298
1001,단독주택,167298,0,128.7926016,35.26769563
1001,단독주택,167318,0,128.8039665,35.28390865
1001,단독주택,165058,0,128.831766,35.16752602
17101,축사,141118,0,128.7629761,35.32829632
17999,기타동식물관련시설,127539,0,128.858832,35.219466
17999,기타동식물관련시설,127540,0,128.8586173,35.2152511
8101,초등학교,174698,0,128.8804732,35.23649736
1001,단독주택,119986,0,128.9440472,35.23954971
1001,단독주택,119987,0,128.9439262,35.23964017
17007,온실,116079,0,128.8985853,35.28370645
17007,온실,116080,0,128.8985865,35.28362268
1001,단독주택,172758,0,128.8505761,35.35401638
1001,단독주택,172778,0,128.7444583,35.28527069
1003,다가구주택,119997,0,128.8097782,35.17097977
17101,축사,134378,0,128.7537616,35.32305062
17101,축사,134379,0,128.7538741,35.32318837
1003,다가구주택,119357,0,128.8934583,35.23388736
1001,단독주택,122039,0,128.7886627,35.17928328
1001,단독주택,187779,0,128.8238751,35.17463236
1001,단독주택,187780,0,128.8239879,35.17455306
1001,단독주택,116878,0,128.7613742,35.29619488
1001,단독주택,120006,0,128.8651452,35.20519279
1003,다가구주택,114345,0,128.8135783,35.16874669
1001,단독주택,120004,0,128.9235719,35.23489984
1001,단독주택,136918,0,128.8801353,35.23433514
1003,다가구주택,121918,0,128.9077199,35.24751437
1001,단독주택,183038,0,128.7978007,35.17471853
17101,축사,121604,0,128.7662835,35.33588837
1001,단독주택,121608,0,128.8847239,35.23917206
1001,단독주택,114335,0,128.8555761,35.23797941
16002,세차장,116683,0,128.9021798,35.22666643
16002,세차장,116684,0,128.9022244,35.2262929
1001,단독주택,190738,0,128.9985022,35.2640458
1001,단독주택,114322,0,128.869394,35.21575685
1001,단독주택,121318,0,128.8417364,35.23452521
1003,다가구주택,172299,0,128.9928866,35.23577528
17999,기타동식물관련시설,172318,0,128.9543873,35.31808289
1003,다가구주택,176680,0,128.7943661,35.19684308
1001,단독주택,176699,0,128.904303,35.25661132
1001,단독주택,159558,0,128.8907774,35.28494919
1001,단독주택,122066,0,128.9006245,35.28364964
1001,단독주택,119992,0,128.8797288,35.22800083
1001,단독주택,121449,0,128.7320769,35.22242854
1001,단독주택,115788,0,128.7531529,35.28782948
1003,다가구주택,114330,0,128.8061071,35.19373991
1001,단독주택,118934,0,128.7911083,35.1875131
1001,단독주택,153458,0,128.8320528,35.16771488
1001,단독주택,153578,0,128.8245014,35.17333649
1001,단독주택,118775,0,128.754287,35.23587637
1001,단독주택,158499,0,128.8219891,35.16602814
17999,기타동식물관련시설,123858,0,128.9669487,35.22872461
17101,축사,123878,0,128.8394126,35.35517608
17999,기타동식물관련시설,123885,0,128.7708769,35.22478628
17999,기타동식물관련시설,123886,0,128.7704526,35.22485516
2002,연립주택,112214,0,128.8672937,35.22938416
17203,관리사,183858,0,128.8688834,35.18589739
17101,축사,124560,0,128.7895158,35.33961556
17101,축사,124561,0,128.7899523,35.3396512
1001,단독주택,124563,0,128.8527121,35.35898822
17101,축사,124559,0,128.7899207,35.33952773
9011,골프연습장,122038,0,128.7273154,35.30324891
17101,축사,120166,0,128.8021911,35.30676513
1003,다가구주택,116492,0,128.8039792,35.18748673
1003,다가구주택,124818,0,128.8102002,35.20511705
1001,단독주택,124838,0,128.8379031,35.33173818
1001,단독주택,123518,0,128.8568335,35.22297316
1001,단독주택,114370,0,128.7749505,35.24903708
