gid,주차장,경도,위도,건물1,건물2,건물3,관공서,경제인구,전기차,충전소,차량속도,입지총점,총점순위
마라26ab98bb,0.0,128.8895664,35.27738643,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마29ab02aa,0.0,128.9230569,35.30629928,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마20ab02ab,0.0,128.8241228,35.30967723,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마23aa05bb,0.0,128.8548917,35.34089276,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마27ab01ba,0.0,128.9009861,35.30204898,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라21ab90aa,0.0,128.8333103,35.19912732,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마15aa05ab,0.0,128.7668076,35.33733999,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마26ba01bb,0.0,128.8927778,35.30439783,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라36ab98ab,0.0,128.9994068,35.27156667,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라17aa95ab,0.0,128.7873818,35.24696018,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라19ba92ba,0.0,128.8144542,35.22187432,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마21ab01ab,0.0,128.834972,35.30054177,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마22ba05ba,0.0,128.8493535,35.33870069,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라35bb98ab,0.0,128.9939111,35.27163467,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라35ab99ab,0.0,128.9885803,35.2807164,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마26ab01ba,0.0,128.8899901,35.30217589,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라26bb99ba,0.0,128.8951787,35.28408391,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라18bb92ab,0.0,128.8061789,35.21970982,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라32bb95ba,0.0,128.9604916,35.24724861,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마19ab01ba,0.0,128.8130161,35.30303621,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라18bb93aa,0.0,128.8062873,35.22647089,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라15aa98ab,0.0,128.7658242,35.27423655,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마마13aa03bb,0.0,128.7445974,35.32404637,0.09271523178807947,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.09271523178807947,933
마라19bb90ba,0.0,128.8169094,35.20381499,0.046357615894039736,0.04,0.0,0.0,0.005533353827236397,0.0,-0.0,-0.0,0.09189096972127613,934
마라30ba93ba,0.0,128.93545,35.22951601,0.046357615894039736,0.04,0.0,0.0,0.004918536735321242,0.0,-0.0,-0.0,0.09127615262936097,935
마마27ab07ab,0.0,128.9018809,35.35388091,0.026490066225165563,0.0,0.0,0.375,0.0,0.0,-0.0,-0.3107707129166667,0.0907193533084989,936
마라25bb99ba,0.0,128.8841851,35.28421023,0.08609271523178808,0.0,0.0,0.0,0.004303719643406086,0.0,-0.0,-0.0,0.09039643487519416,937
마마14aa04ab,0.0,128.7556668,35.32844001,0.07947019867549669,0.0,0.0,0.0,0.010759299108515216,0.0,-0.0,-0.0,0.0902294977840119,938
마마22bb07aa,0.0,128.8523291,35.35219157,0.07947019867549669,0.0,0.0,0.0,0.010759299108515216,0.0,-0.0,-0.0,0.0902294977840119,938
마라21ab98ba,0.0,128.8345651,35.27575173,0.08609271523178808,0.0,0.0,0.0,0.003996311097448509,0.0,-0.0,-0.0,0.09008902632923659,939
마라26bb97ba,0.0,128.8948695,35.26605521,0.08609271523178808,0.0,0.0,0.0,0.0030740854595757753,0.0,-0.0,-0.0,0.08916680069136385,940
마마14aa02bb,0.0,128.7554577,35.31491783,0.37748344370860926,0.0,0.0,0.0,0.0,0.0,-0.0,-0.28881262041666667,0.08867082329194259,941
마라19bb97aa,0.0,128.8178569,35.26241056,0.08609271523178808,0.0,0.0,0.0,0.002459268367660621,0.0,-0.0,-0.0,0.0885519835994487,942
마라21ab92ba,0.0,128.8336788,35.22166402,0.08609271523178808,0.0,0.0,0.0,0.002459268367660621,0.0,-0.0,-0.0,0.0885519835994487,942
마라18ba87ab,0.0,128.8027127,35.17466538,0.046357615894039736,0.0,0.0,0.0,0.04180756225023055,0.0,-0.0,-0.0,0.08816517814427029,943
마마22ba00ab,0.0,128.8485675,35.29137475,0.08609271523178808,0.0,0.0,0.0,0.0018444512757454655,0.0,-0.0,-0.0,0.08793716650753354,944
마라36aa96aa,0.0,128.996286,35.25131928,0.07947019867549669,0.0,0.0,0.0,0.007992622194897018,0.0,-0.0,-0.0,0.08746282087039371,945
마마10bb01aa,0.0,128.7194759,35.29950758,0.0728476821192053,0.0,0.0,0.0,0.014448201660006148,0.0,-0.0,-0.0,0.08729588377921144,946
마마25aa01ab,0.0,128.8762069,35.30007951,0.2582781456953642,0.0,0.0,0.0,0.003688902551490931,0.0,-0.0,-0.175,0.0869670482468552,947
마마13ba03ab,0.0,128.7500279,35.31948221,0.0728476821192053,0.0,0.0,0.0,0.013833384568090992,0.0,-0.0,-0.0,0.08668106668729629,948
마마22ba06bb,0.0,128.8495409,35.34996872,0.006622516556291391,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0866225165562914,949
마라13ba96ab,0.0,128.7490581,35.25637818,0.006622516556291391,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0866225165562914,949
마라31ba94aa,0.0,128.946516,35.23389232,0.046357615894039736,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08635761589403973,950
마라26aa99ab,0.0,128.886895,35.28192515,0.046357615894039736,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08635761589403973,950
마라15ab93aa,0.0,128.7678352,35.22687978,0.046357615894039736,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08635761589403973,950
마라21bb91aa,0.0,128.8389495,35.20808139,0.046357615894039736,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08635761589403973,950
마마25ab02aa,0.0,128.8790705,35.30680897,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마25ba00ba,0.0,128.8815898,35.29325604,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라21ab90ba,0.0,128.833384,35.20363467,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마28aa01aa,0.0,128.909155,35.29744602,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라36ba98bb,0.0,129.0022378,35.27603954,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마17ab02aa,0.0,128.7910946,35.30778037,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마28bb06ab,0.0,128.9182277,35.34467416,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라17aa95aa,0.0,128.7873462,35.24470648,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라16ab95ab,0.0,128.77914,35.24704758,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마10bb03bb,0.0,128.7198481,35.32429863,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라35bb99ab,0.0,128.9940766,35.28064863,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마31ba02aa,0.0,128.9477987,35.30600556,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라15ba94aa,0.0,128.7707224,35.23586585,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마33aa03ba,0.0,128.9645368,35.31932796,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라16aa95ab,0.0,128.7763928,35.24707659,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라15bb95ba,0.0,128.7736807,35.24935925,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마19ab04bb,0.0,128.8134899,35.33233364,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라20bb92aa,0.0,128.8281127,35.21721707,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라13ab97bb,0.0,128.7465176,35.26992888,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라13aa95ba,0.0,128.7434596,35.24967359,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마32bb03ab,0.0,128.9617468,35.31710773,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라35bb98ba,0.0,128.9939525,35.27388816,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마18bb02ab,0.0,128.8076267,35.30985676,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라18ba93ab,0.0,128.8035768,35.22875419,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라19ba91bb,0.0,128.8143452,35.21511326,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라35bb99aa,0.0,128.9940352,35.27839514,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마24ba02bb,0.0,128.8709371,35.31366355,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라15ba97ab,0.0,128.7711797,35.26516409,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마마27bb03aa,0.0,128.9067182,35.31550654,0.08609271523178808,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.08609271523178808,951
마라16ab98ab,0.0,128.7795651,35.27409198,0.07947019867549669,0.0,0.0,0.0,0.0064555794651091295,0.0,-0.0,-0.0,0.08592577814060583,952
마라13aa95aa,0.0,128.7433907,35.24516612,0.07947019867549669,0.0,0.0,0.0,0.006148170919151552,0.0,-0.0,-0.0,0.08561836959464825,953
마라34ba96aa,0.0,128.9798029,35.251522,0.0728476821192053,0.0,0.0,0.0,0.011988933292345526,0.0,-0.0,-0.0,0.08483661541155083,954
마마30ab05ba,0.0,128.9346106,35.33771881,0.07947019867549669,0.0,0.0,0.0,0.0046111281893636644,0.0,-0.0,-0.0,0.08408132686486036,955
마마14bb04ba,0.0,128.763952,35.33060772,0.07947019867549669,0.0,0.0,0.0,0.004303719643406086,0.0,-0.0,-0.0,0.08377391831890278,956
마라15ba88ab,0.0,128.7699149,35.18403014,0.07947019867549669,0.0,0.0,0.0,0.003996311097448509,0.0,-0.0,-0.0,0.0834665097729452,957
마라34bb95ab,0.0,128.982427,35.24472784,0.07947019867549669,0.0,0.0,0.0,0.003688902551490931,0.0,-0.0,-0.0,0.08315910122698762,958
마라36ab96aa,0.0,128.9990331,35.25128527,0.07947019867549669,0.0,0.0,0.0,0.003381494005533354,0.0,-0.0,-0.0,0.08285169268103004,959
마마22ba05aa,0.0,128.8492785,35.33419348,0.039735099337748346,0.04,0.0,0.0,0.0027666769136181985,0.0,-0.0,-0.0,0.08250177625136655,960
마라31bb94aa,0.0,128.9492627,35.23385946,0.039735099337748346,0.04,0.0,0.0,0.0027666769136181985,0.0,-0.0,-0.0,0.08250177625136655,960
마마16ab04aa,0.0,128.7803815,35.32592672,0.07947019867549669,0.0,0.0,0.0,0.0027666769136181985,0.0,-0.0,-0.0,0.0822368755891149,961
마라28bb99bb,0.0,128.917205,35.28608185,0.07947019867549669,0.0,0.0,0.0,0.0027666769136181985,0.0,-0.0,-0.0,0.0822368755891149,961
마마24aa03ab,0.0,128.865514,35.31823298,0.07947019867549669,0.0,0.0,0.0,0.0027666769136181985,0.0,-0.0,-0.0,0.0822368755891149,961
마라36aa95ab,0.0,128.9961618,35.24455879,0.0728476821192053,0.0,0.0,0.0,0.00768521364893944,0.0,-0.0,-0.0,0.08053289576814474,962
마라35ab97bb,0.0,128.9883329,35.26719543,0.06622516556291391,0.0,0.0,0.0,0.013525976022133415,0.0,-0.0,-0.0,0.07975114158504733,963
마마22ab05ab,0.0,128.8465658,35.33647775,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마33aa02bb,0.0,128.9644149,35.31256745,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마32aa03bb,0.0,128.9535791,35.32171421,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마14ab03ab,0.0,128.7582771,35.31939664,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라16aa94aa,0.0,128.7762162,35.23580804,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라21aa95ba,0.0,128.8313744,35.2487382,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라28aa93aa,0.0,128.9079069,35.22533147,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마14bb04ab,0.0,128.7639169,35.32835404,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마19aa00bb,0.0,128.810158,35.29630506,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마22aa05aa,0.0,128.8437783,35.33425475,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라19bb99aa,0.0,128.8181489,35.28043985,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라11ab99ab,0.0,128.7247364,35.28367586,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라13aa97ba,0.0,128.743735,35.26770344,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라20aa92aa,0.0,128.819874,35.21730718,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라16ab96ab,0.0,128.7792817,35.25606239,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라16aa99ab,0.0,128.7769585,35.2831358,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마22ba08aa,0.0,128.8497284,35.36123672,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마18bb00bb,0.0,128.8074091,35.29633481,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마23ab05aa,0.0,128.857529,35.3341011,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마16ba04ba,0.0,128.7832027,35.3304049,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마30ba05ba,0.0,128.9373608,35.33768614,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마24ab02bb,0.0,128.8681876,35.3136947,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라16bb95ba,0.0,128.7846701,35.24924307,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라21ba91bb,0.0,128.8363144,35.21487273,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마15ba04aa,0.0,128.7721317,35.32601381,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마22bb03ab,0.0,128.851766,35.31838748,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라20ba89ba,0.0,128.8250003,35.19471038,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마13bb01ab,0.0,128.7524996,35.30142412,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마16ba01ba,0.0,128.7827755,35.3033608,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마라11bb98bb,0.0,128.7301653,35.27911261,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마17aa00ab,0.0,128.7880952,35.29203395,0.07947019867549669,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07947019867549669,964
마마12ab02ba,0.0,128.7361761,35.31286244,0.13245033112582782,0.08,0.0,0.0,0.1002151859821703,0.0,-0.0,-0.23333333333333334,0.07933218377466483,965
마마14ab00ba,0.0,128.7578932,35.29460593,0.0728476821192053,0.0,0.0,0.0,0.006148170919151552,0.0,-0.0,-0.0,0.07899585303835685,966
마라23ba92bb,0.0,128.8584335,35.22364279,0.013245033112582781,0.04,0.0,0.0,0.024900092222563786,0.0,-0.0,-0.0,0.07814512533514656,967
마마16bb05bb,0.0,128.7861313,35.34164401,0.0728476821192053,0.0,0.0,0.0,0.005225945281278819,0.0,-0.0,-0.0,0.07807362740048411,968
마라13aa96bb,0.0,128.7436317,35.26094225,0.0728476821192053,0.0,0.0,0.0,0.005225945281278819,0.0,-0.0,-0.0,0.07807362740048411,968
마마14ab02ab,0.0,128.7581375,35.31038185,0.0728476821192053,0.0,0.0,0.0,0.0046111281893636644,0.0,-0.0,-0.0,0.07745881030856896,969
마라32bb95aa,0.0,128.9604108,35.24274154,0.0728476821192053,0.0,0.0,0.0,0.003996311097448509,0.0,-0.0,-0.0,0.0768439932166538,970
마라27aa97ba,0.0,128.8976173,35.2660235,0.0728476821192053,0.0,0.0,0.0,0.003688902551490931,0.0,-0.0,-0.0,0.07653658467069623,971
마마28ab02aa,0.0,128.9120604,35.3064282,0.41721854304635764,0.0,0.0,0.0,0.0030740854595757753,0.0,-0.0,-0.34414739883333334,0.07614522967260007,972
마마13ab01ba,0.0,128.7470359,35.30373465,0.026490066225165563,0.04,0.0,0.0,0.009529664924684905,0.0,-0.0,-0.0,0.07601973114985047,973
마라34bb93bb,0.0,128.982181,35.23120675,0.0728476821192053,0.0,0.0,0.0,0.0030740854595757753,0.0,-0.0,-0.0,0.07592176757878107,974
마라12ba96ab,0.0,128.7380676,35.25649114,0.059602649006622516,0.0,0.0,0.0,0.011066707654472794,0.0051813471502590676,-0.0,-0.0,0.07585070381135438,975
마라24aa89ab,0.0,128.8633987,35.19203002,0.026490066225165563,0.0,0.0,0.0,0.0,0.04922279792746114,-0.0,-0.0,0.07571286415262671,976
마라16aa96ab,0.0,128.7765341,35.25609141,0.0728476821192053,0.0,0.0,0.0,0.0021518598217030436,0.0,-0.0,-0.0,0.07499954194090834,977
마마30ba03ab,0.0,128.9370017,35.31740439,0.0728476821192053,0.0,0.0,0.0,0.0021518598217030436,0.0,-0.0,-0.0,0.07499954194090834,977
마라18ab99ba,0.0,128.8017308,35.28512578,0.0728476821192053,0.0,0.0,0.0,0.0021518598217030436,0.0,-0.0,-0.0,0.07499954194090834,977
마라29ba92ab,0.0,128.924267,35.21837793,0.059602649006622516,0.0,0.0,0.0,0.01537042729787888,0.0,-0.0,-0.0,0.0749730763045014,978
마마20ba01aa,0.0,128.8266882,35.29837889,0.0728476821192053,0.0,0.0,0.0,0.0018444512757454655,0.0,-0.0,-0.0,0.07469213339495076,979
마마16bb00ba,0.0,128.7853821,35.29431688,0.0728476821192053,0.0,0.0,0.0,0.0018444512757454655,0.0,-0.0,-0.0,0.07469213339495076,979
마라24ab89aa,0.4021978021978022,128.8661062,35.18974543,0.0728476821192053,0.0,0.0,0.0,0.0018444512757454655,0.0,-0.0,-0.0,0.07469213339495076,979
마라27ab93aa,0.0,128.8996677,35.22542703,0.013245033112582781,0.0,0.2,0.0,0.0,0.0,-0.0,-0.139324422,0.0739206111125828,980
마마13ab02bb,0.0,128.7472089,35.3150032,0.304635761589404,0.0,0.0,0.0,0.002459268367660621,0.0,-0.0,-0.23333333333333334,0.07376169662373128,981
마라13bb94ba,0.0,128.7515632,35.24057369,0.06622516556291391,0.0,0.0,0.0,0.007070396557024285,0.0,-0.0,-0.0,0.07329556211993819,982
마라27ab99ba,0.0,128.9006755,35.28402038,0.026490066225165563,0.04,0.0,0.0,0.006762988011066708,0.0,-0.0,-0.0,0.07325305423623227,983
마라20ba94aa,0.0,128.8256597,35.23527654,0.033112582781456956,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07311258278145696,984
마라22bb90aa,0.0,128.8497838,35.19894479,0.033112582781456956,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.07311258278145696,984
마라14aa95bb,0.0,128.7544839,35.25181388,0.052980132450331126,0.0,0.0,0.0,0.019981555487242543,0.0,-0.0,-0.0,0.07296168793757367,985
마마10aa00aa,0.0,128.7110942,35.29057548,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마32ba03bb,0.0,128.9590783,35.32164796,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라29ab99ab,0.0,128.922623,35.28151019,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마24bb01ba,0.0,128.873496,35.30236436,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라25bb99ab,0.0,128.8841467,35.28195664,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마14aa04bb,0.0,128.7557365,35.3329474,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라21aa97bb,0.0,128.8317062,35.26902108,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마32ba01ba,0.0,128.9587141,35.30136636,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마24bb00ba,0.0,128.8733437,35.29334996,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마21bb01bb,0.0,128.8405444,35.3049882,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마20aa03bb,0.0,128.8215935,35.32322916,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마25bb01aa,0.0,128.8844153,35.29773178,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마27aa01bb,0.0,128.8982759,35.30433438,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마24ab01aa,0.0,128.867922,35.29791948,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마13aa03aa,0.0,128.7444938,35.31728524,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라22aa97bb,0.0,128.842698,35.26889957,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라15aa97aa,0.0,128.7656489,35.26296801,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마34ba00ab,0.0,128.9804999,35.28983159,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라15ba96aa,0.0,128.7710037,35.25389556,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마12aa00aa,0.0,128.7330846,35.29035328,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라20bb93aa,0.0,128.8282596,35.22623175,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마17aa01ab,0.0,128.7882381,35.30104867,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마13ba03bb,0.0,128.7500972,35.32398962,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라21bb91ab,0.0,128.8389865,35.21033506,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라36ab99aa,0.0,128.9995314,35.27832713,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라36ab96ab,0.0,128.9990746,35.25353877,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마22bb10bb,0.0,128.8528932,35.38599546,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마26ab01aa,0.0,128.889913,35.29766872,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마마21ab03ab,0.0,128.8352683,35.31857082,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라23bb99aa,0.0,128.8621221,35.27995264,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라35ba98ab,0.0,128.9911632,35.27166858,0.0728476821192053,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0728476821192053,986
마라30aa92bb,0.0,128.9298384,35.22282032,0.32450331125827814,0.0,0.0,0.0,0.014755610205963724,0.0,-0.0,-0.26766618499999995,0.07159273646424191,987
마라19ba96bb,0.0,128.8150727,35.2601868,0.06622516556291391,0.0,0.0,0.0,0.0,0.0051813471502590676,-0.0,-0.0,0.07140651271317298,988
