gid,건물1,건물2,건물3,행정기관,도서관,주차구획수_sum,경제인구,전기차와충전소_전처리_결과_전기차,전기차와충전소_전처리_결과_충전소,김해_차량평균속도_avg_speed
마라18ba87aa,0,0,0,0,0,,,0,0,
마라18ba87ab,7,0,0,0,0,,136.0000000000000000000000000000000,0,0,
마라18ba87ba,15,5,0,0,0,,571.0000000000000000000000000000000,0,0,
마라18ba87bb,5,0,0,0,0,,18.0000000000000000000000000000000,0,0,
마라18ba88aa,0,0,0,0,0,,,0,0,
마라18ba88ab,0,0,0,0,0,,,0,0,
마라18ba88ba,6,0,0,0,0,,15.0000000000000000000000000000000,0,0,
마라18ba88bb,11,0,0,2,0,,165.0000000000000000000000000000000,0,0,
마라18ba89aa,35,1,0,0,0,,199.0000000000000000000000000000000,0,0,
마라18ba89ab,20,0,1,0,0,,184.0000000000000000000000000000000,0,0,
마라18ba89ba,15,2,0,0,0,,270.0000000000000000000000000000000,0,0,
마라18ba89bb,2,11,0,1,0,,1186.0000000000000000000000000000000,0,0,66.794797689999996
마라18ba90aa,2,3,0,0,0,,454.0000000000000000000000000000000,0,0,
마라18ba90ab,9,11,0,2,0,,1759.0000000000000000000000000000000,0,0,26.000000000000000
마라18ba90ba,15,10,0,0,0,,1108.9999999999997726263245567679405,0,0,26.000000000000000
마라18ba90bb,17,12,0,1,0,,1472.0000000000000000000000000000000,0,0,
마라18ba91aa,20,10,0,0,0,,1149.0000000000000000000000000000000,0,0,18.000000000000000
마라18ba91ab,46,0,0,0,0,,19.9999999999999964472863211994991,0,0,
마라18ba91ba,32,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18ba91bb,32,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18ba92aa,21,0,0,0,0,,,0,0,
마라18ba92ab,6,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18ba92ba,55,0,0,0,0,,0.0000000000000000000000000000000,0,0,14.000000000000000
마라18ba92bb,39,0,0,0,0,,0.0000000000000000000000000000000,0,0,17.000000000000000
마라18ba93aa,16,0,0,0,0,,12.0000000000000000000000000000000,0,0,
마라18ba93ab,13,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18ba93ba,0,0,0,0,0,,,0,0,
마라18ba93bb,0,0,0,0,0,,,0,0,
마라18ba94aa,0,0,0,0,0,,,0,0,
마라18ba94ab,0,0,0,0,0,,,0,0,
마라18ba94ba,0,0,0,0,0,,,0,0,
마라18ba94bb,0,0,0,0,0,,,0,0,
마라18ba95aa,3,0,0,0,0,,,0,0,
마라18ba95ab,0,0,0,0,0,,,0,0,
마라18ba95ba,0,0,0,0,0,,,0,0,
마라18ba95bb,0,0,0,0,0,,,0,0,
마라18ba96aa,0,0,0,0,0,,,0,0,
마라18ba96ab,0,0,0,0,0,,,0,0,
마라18ba96ba,0,0,0,0,0,,,0,0,
마라18ba96bb,0,0,0,0,0,,,0,0,
마라18ba97aa,0,0,0,0,0,,,0,0,
마라18ba97ab,0,0,0,0,0,,,0,0,
마라18ba97ba,0,0,0,0,0,,,0,0,
마라18ba97bb,0,0,0,0,0,,,0,0,
마라18ba98aa,0,0,0,0,0,,,0,0,
마라18ba98ab,0,0,0,0,0,,,0,0,
마라18ba98ba,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,25.485549129999999
마라18ba98bb,0,0,0,0,0,,,0,0,
마라18ba99aa,0,0,0,0,0,,,0,0,
마라18ba99ab,2,0,0,0,0,,8.0000000000000000000000000000000,0,0,
마라18ba99ba,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18ba99bb,3,0,0,0,0,,,0,0,
마라18bb85ba,0,0,0,0,0,,,0,0,
마라18bb85bb,0,0,0,0,0,,,0,0,
마라18bb86aa,0,0,0,0,0,,,0,0,
마라18bb86ab,0,0,0,0,0,,,0,0,
마라18bb86ba,0,0,0,0,0,,,0,0,
마라18bb86bb,4,0,0,1,0,,8.0000000000000000000000000000000,0,0,36.500000000000000
마라18bb87aa,0,6,0,0,0,,961.0000000000000000000000000000000,0,0,
마라18bb87ab,4,6,0,0,0,,714.0000000000000000000000000000000,0,0,
마라18bb87ba,12,4,0,1,0,,592.0000000000000000000000000000000,0,0,
마라18bb87bb,3,0,0,0,0,,39.0000000000000000000000000000000,0,1,
마라18bb88aa,0,0,0,0,0,,,0,0,
마라18bb88ab,0,0,0,0,0,,,0,0,
마라18bb88ba,2,0,0,0,0,,9.9999999999999982236431605997495,0,0,22.092485549999999
마라18bb88bb,10,4,1,0,0,,163.0000000000000000000000000000000,0,0,
마라18bb89aa,19,5,0,1,0,,843.0000000000000000000000000000000,0,0,49.907514450000001
마라18bb89ab,41,0,1,0,0,,389.0000000000000000000000000000000,0,0,
마라18bb89ba,15,0,0,0,0,,241.0000000000000000000000000000000,0,0,
마라18bb89bb,1,5,0,0,0,,749.0000000000000000000000000000000,0,0,
마라18bb90aa,8,9,0,0,0,,1267.0000000000000000000000000000000,0,0,
마라18bb90ab,10,5,0,2,0,,925.0000000000000000000000000000000,0,0,16.657514450000001
마라18bb90ba,18,13,0,0,0,,2147.0000000000000000000000000000000,0,0,
마라18bb90bb,13,11,0,0,0,,1572.0000000000000000000000000000000,0,0,19.000000000000000
마라18bb91aa,16,1,8,0,0,,0.0000000000000000000000000000000,0,0,10.000000000000000
마라18bb91ab,35,0,0,0,0,,,0,0,
마라18bb91ba,9,0,0,0,0,,,0,0,
마라18bb91bb,15,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb92aa,30,0,0,0,0,,,0,0,
마라18bb92ab,14,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb92ba,13,1,0,0,0,,,0,0,
마라18bb92bb,3,0,0,0,0,,,0,0,
마라18bb93aa,14,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb93ab,32,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb93ba,14,0,0,0,0,,0.0000000000000000000000000000000,0,0,26.343930640000000
마라18bb93bb,0,0,0,0,0,,,0,0,
마라18bb94aa,0,0,0,0,0,,,0,0,
마라18bb94ab,1,0,0,0,0,,,0,0,
마라18bb94ba,5,0,0,0,0,,,0,0,
마라18bb94bb,9,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb95aa,0,0,0,0,0,,,0,0,
마라18bb95ab,0,0,0,0,0,,,6,0,
마라18bb95ba,0,0,0,0,0,,,0,0,
마라18bb95bb,0,0,0,0,0,,,0,0,
마라18bb96aa,0,0,0,0,0,,,0,0,
마라18bb96ab,0,0,0,0,0,,,0,0,
마라18bb96ba,0,0,0,0,0,,,0,0,
마라18bb96bb,0,0,0,0,0,,,0,0,
마라18bb97aa,0,0,0,0,0,,,0,0,
마라18bb97ab,1,0,0,0,0,,,0,0,
마라18bb97ba,0,0,0,0,0,,,0,0,
마라18bb97bb,3,0,0,0,0,,,0,0,
마라18bb98aa,0,0,0,0,0,,,0,0,
마라18bb98ab,0,0,0,0,0,,,0,0,
마라18bb98ba,0,0,0,0,0,,,0,0,
마라18bb98bb,0,0,0,0,0,,,0,0,
마라18bb99aa,0,0,0,0,0,,,0,0,
마라18bb99ab,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라18bb99ba,0,0,0,0,0,,,0,0,
마라18bb99bb,0,0,0,0,0,,,0,0,
마라19aa85ba,0,0,0,0,0,,,0,0,
마라19aa85bb,0,0,0,0,0,,,0,0,
마라19aa86aa,0,0,0,0,0,,,0,0,
마라19aa86ab,0,0,0,0,0,,,0,0,
마라19aa86ba,1,0,0,0,0,,0.0000000000000000000000000000000,211,0,
마라19aa86bb,4,2,0,0,0,,65.0000000000000000000000000000000,0,0,
마라19aa87aa,9,4,0,1,0,,791.0000000000000000000000000000000,0,0,20.562861269999999
마라19aa87ab,1,2,0,2,0,,408.0000000000000000000000000000000,0,0,
마라19aa87ba,13,0,0,0,0,,300.0000000000000000000000000000000,0,0,
마라19aa87bb,8,0,0,0,0,,41.0000000000000000000000000000000,0,0,13.000000000000000
마라19aa88aa,0,0,0,0,0,,,0,0,
마라19aa88ab,0,0,0,0,0,,,0,0,
마라19aa88ba,0,0,0,0,0,,,0,0,
마라19aa88bb,14,0,2,0,0,,,0,0,
마라19aa89aa,3,9,0,0,0,,1463.0000000000000000000000000000000,0,0,
마라19aa89ab,17,4,0,0,0,,490.0000000000000000000000000000000,0,0,
마라19aa89ba,3,0,0,0,0,,17.0000000000000000000000000000000,0,0,14.000000000000000
마라19aa89bb,1,0,0,0,0,,,0,0,
마라19aa90aa,3,5,0,1,0,,695.0000000000000000000000000000000,0,0,
마라19aa90ab,6,25,0,0,0,,1620.0000000000000000000000000000000,0,0,19.145953760000001
마라19aa90ba,44,6,1,0,0,,832.0000000000000000000000000000000,0,0,
마라19aa90bb,19,0,0,0,0,,86.0000000000000000000000000000000,0,1,12.310693640000000
마라19aa91aa,2,0,2,0,0,,,0,0,
마라19aa91ab,2,0,0,0,0,,,0,0,
마라19aa91ba,0,0,0,0,0,,,0,0,
마라19aa91bb,2,0,0,0,0,,,0,0,
마라19aa92aa,20,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa92ab,28,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa92ba,37,0,0,0,0,,19.9999999999999964472863211994991,0,0,
마라19aa92bb,10,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa93aa,4,0,0,0,0,,,0,0,
마라19aa93ab,41,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa93ba,38,0,0,0,0,,,0,0,15.000000000000000
마라19aa93bb,27,0,0,0,0,,,0,0,59.334537570000002
마라19aa94aa,44,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa94ab,9,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa94ba,14,0,0,0,0,,9.0000000000000000000000000000000,0,0,
마라19aa94bb,34,0,0,0,0,,,0,0,
마라19aa95aa,0,0,0,0,0,,,0,0,
마라19aa95ab,1,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa95ba,0,0,0,0,0,,,0,0,
마라19aa95bb,0,0,0,0,0,,,0,0,
마라19aa96aa,0,0,0,0,0,,,0,0,
마라19aa96ab,0,0,0,0,0,,,0,0,
마라19aa96ba,0,0,0,0,0,,,0,0,
마라19aa96bb,0,0,0,0,0,,,0,0,
마라19aa97aa,8,0,0,0,0,,0.0000000000000000000000000000000,0,0,33.547687860000003
마라19aa97ab,1,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19aa97ba,0,0,0,0,0,,,0,0,
마라19aa97bb,0,0,0,0,0,,,0,0,
마라19aa98aa,0,0,0,0,0,,,0,0,
마라19aa98ab,0,0,0,0,0,,,0,0,
마라19aa98ba,0,0,0,0,0,,,0,0,
마라19aa98bb,0,0,0,0,0,,,0,0,
마라19aa99aa,0,0,0,0,0,,,0,0,
마라19aa99ab,0,0,0,0,0,,,0,0,
마라19aa99ba,0,0,0,0,0,,,0,0,
마라19aa99bb,0,0,0,0,0,,,0,0,
마라19ab85ba,0,0,0,0,0,,,0,0,
마라19ab85bb,0,0,0,0,0,,,0,0,
마라19ab86aa,3,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab86ab,2,0,0,0,0,,6.0000000000000000000000000000000,0,0,
마라19ab86ba,10,0,0,0,0,,15.0000000000000000000000000000000,0,0,25.000000000000000
마라19ab86bb,5,3,0,0,0,,643.0000000000000000000000000000000,0,0,24.530346819999998
마라19ab87aa,1,12,0,0,0,,2149.0000000000000000000000000000000,0,0,
마라19ab87ab,7,7,0,0,1,,1059.0000000000000000000000000000000,0,0,
마라19ab87ba,15,0,0,0,0,,336.0000000000000000000000000000000,0,0,12.000000000000000
마라19ab87bb,3,11,0,0,0,,1066.0000000000000000000000000000000,0,0,
마라19ab88aa,0,0,0,0,0,,,0,0,
마라19ab88ab,0,0,0,0,0,,,0,0,
마라19ab88ba,0,0,0,0,0,,,0,0,
마라19ab88bb,0,0,0,0,0,,,0,0,
마라19ab89aa,0,2,0,0,0,,515.0000000000000000000000000000000,0,0,
마라19ab89ab,8,14,0,0,0,,1807.0000000000000000000000000000000,0,0,
마라19ab89ba,3,3,0,0,0,,516.0000000000000000000000000000000,0,0,
마라19ab89bb,11,0,0,0,0,,147.0000000000000000000000000000000,0,0,13.371242770000000
마라19ab90aa,8,7,0,0,0,,990.0000000000000000000000000000000,0,0,
마라19ab90ab,18,13,0,0,0,,1128.0000000000000000000000000000000,0,0,25.764450870000001
마라19ab90ba,16,8,0,0,0,,1115.0000000000000000000000000000000,0,0,
마라19ab90bb,13,0,0,1,0,,22.0000000000000000000000000000000,0,0,17.000000000000000
마라19ab91aa,5,0,0,0,0,,,0,0,
마라19ab91ab,30,0,0,0,0,,16.0000000000000000000000000000000,0,0,
마라19ab91ba,3,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab91bb,27,0,0,0,0,,0.0000000000000000000000000000000,0,0,32.092485549999999
마라19ab92aa,22,0,0,0,0,,,0,0,
마라19ab92ab,10,0,0,0,0,,,0,0,
마라19ab92ba,18,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab92bb,4,0,0,0,0,,,0,0,
마라19ab93aa,7,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab93ab,26,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab93ba,55,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab93bb,30,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab94aa,71,0,0,0,0,,15.0000000000000000000000000000000,0,0,
마라19ab94ab,75,0,0,0,0,,27.0000000000000000000000000000000,0,0,
마라19ab94ba,38,0,0,0,0,,6.0000000000000000000000000000000,0,0,
마라19ab94bb,8,0,0,0,0,,,0,0,30.000000000000000
마라19ab95aa,0,0,0,0,0,,,0,0,
마라19ab95ab,0,0,0,0,0,,,0,0,
마라19ab95ba,0,0,0,0,0,,,0,0,
마라19ab95bb,0,0,0,0,0,,,0,0,
마라19ab96aa,0,0,0,0,0,,,0,0,
마라19ab96ab,0,0,0,0,0,,,0,0,
마라19ab96ba,1,0,0,0,0,,,0,0,
마라19ab96bb,0,0,0,0,0,,,0,0,38.000000000000000
마라19ab97aa,4,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ab97ab,0,0,0,0,0,,,0,0,
마라19ab97ba,0,0,0,0,0,,,0,0,
마라19ab97bb,0,0,0,0,0,,,0,0,
마라19ab98aa,0,0,0,0,0,,,0,0,
마라19ab98ab,0,0,0,0,0,,,0,0,
마라19ab98ba,0,0,0,0,0,,,0,0,
마라19ab98bb,0,0,0,0,0,,,0,0,
마라19ab99aa,0,0,0,0,0,,,0,0,
마라19ab99ab,0,0,0,0,0,,,0,0,
마라19ab99ba,0,0,0,0,0,,,0,0,
마라19ab99bb,0,0,0,0,0,,,0,0,
마라19ba85ba,0,0,0,0,0,,,0,0,
마라19ba85bb,0,0,0,0,0,,,0,0,
마라19ba86aa,0,0,0,0,0,,,0,0,
마라19ba86ab,6,0,0,0,0,,,0,0,
마라19ba86ba,6,0,0,0,0,,299.0000000000000000000000000000000,0,0,
마라19ba86bb,20,4,0,0,0,,655.0000000000000000000000000000000,0,0,86.000000000000000
마라19ba87aa,19,6,0,0,0,,818.0000000000000000000000000000000,0,0,41.000000000000000
마라19ba87ab,13,4,0,1,0,34.000000,898.0000000000000000000000000000000,0,0,
마라19ba87ba,12,2,0,0,0,,548.0000000000000000000000000000000,0,0,49.000000000000000
마라19ba87bb,2,12,0,0,0,,1177.0000000000000000000000000000000,0,0,10.000000000000000
마라19ba88aa,0,0,0,0,0,,,0,0,
마라19ba88ab,0,0,0,0,0,,,0,0,
마라19ba88ba,0,0,0,0,0,,,0,0,
마라19ba88bb,0,0,0,0,0,,,0,0,
마라19ba89aa,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba89ab,0,3,0,0,0,,725.0000000000000000000000000000000,0,0,14.953757230000001
마라19ba89ba,7,9,0,0,0,,1404.0000000000000000000000000000000,0,0,
마라19ba89bb,14,4,0,0,0,,922.0000000000000000000000000000000,0,1,
마라19ba90aa,51,5,1,0,0,,637.0000000000000000000000000000000,0,1,
마라19ba90ab,29,15,0,2,0,80.000000,843.0000000000000000000000000000000,0,0,12.000000000000000
마라19ba90ba,47,6,0,0,0,,910.0000000000000000000000000000000,0,0,
마라19ba90bb,50,1,0,0,0,,308.0000000000000000000000000000000,0,0,18.000000000000000
마라19ba91aa,50,0,0,0,0,,,0,0,
마라19ba91ab,20,0,0,0,0,,,0,0,
마라19ba91ba,16,3,0,0,0,,,0,0,
마라19ba91bb,13,0,0,0,0,,,0,0,
마라19ba92aa,38,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba92ab,33,0,0,0,0,,,0,0,
마라19ba92ba,14,0,0,0,0,,,0,0,
마라19ba92bb,0,0,0,0,0,,,0,0,
마라19ba93aa,36,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba93ab,77,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba93ba,65,0,0,0,0,,14.0000000000000017763568394002505,0,0,
마라19ba93bb,35,0,0,0,0,,6.0000000000000000000000000000000,0,0,
마라19ba94aa,60,0,0,0,0,6.000000,0.0000000000000000000000000000000,0,0,
마라19ba94ab,28,0,0,0,0,,19.0000000000000000000000000000000,0,0,
마라19ba94ba,1,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba94bb,0,0,0,0,0,,,0,0,
마라19ba95aa,0,0,0,0,0,,,0,0,
마라19ba95ab,0,0,0,0,0,,,0,0,
마라19ba95ba,0,0,0,0,0,,,0,0,
마라19ba95bb,0,0,0,0,0,,,0,0,
마라19ba96aa,0,0,0,0,0,,,0,0,
마라19ba96ab,0,0,0,0,0,,,0,0,
마라19ba96ba,16,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba96bb,10,0,0,0,0,,,2,0,
마라19ba97aa,0,0,0,0,0,,,0,0,
마라19ba97ab,0,0,0,0,0,,,0,0,
마라19ba97ba,0,0,0,0,0,,,0,0,
마라19ba97bb,0,0,0,0,0,,,0,0,
마라19ba98aa,0,0,0,0,0,,,0,0,
마라19ba98ab,0,0,0,0,0,,,0,0,
마라19ba98ba,0,0,0,0,0,,,0,0,
마라19ba98bb,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba99aa,18,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba99ab,17,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19ba99ba,0,0,0,0,0,,17.0000000000000000000000000000000,0,0,
마라19ba99bb,7,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb85ba,0,0,0,0,0,,,0,0,
마라19bb85bb,0,0,0,0,0,,,0,0,
마라19bb86aa,0,0,0,0,0,,,0,0,
마라19bb86ab,2,0,0,0,0,,,0,0,
마라19bb86ba,3,2,0,1,0,,265.0000000000000000000000000000000,0,0,
마라19bb86bb,1,12,0,0,0,,2152.0000000000000000000000000000000,0,0,
마라19bb87aa,8,10,0,0,0,,1749.0000000000000000000000000000000,0,0,40.000000000000000
마라19bb87ab,15,5,0,0,0,,805.0000000000000000000000000000000,0,0,20.000000000000000
마라19bb87ba,5,7,0,1,0,,910.0000000000000000000000000000000,0,0,26.573410400000000
마라19bb87bb,10,5,0,0,0,,417.0000000000000000000000000000000,0,0,12.000000000000000
마라19bb88aa,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb88ab,0,0,0,0,0,,,0,0,
마라19bb88ba,0,0,0,0,0,,,0,0,
마라19bb88bb,1,0,0,0,0,,,0,0,
마라19bb89aa,1,0,0,0,0,,6.0000000000000000000000000000000,0,0,
마라19bb89ab,5,7,0,0,0,,1087.0000000000000000000000000000000,0,0,
마라19bb89ba,7,9,0,0,0,,1688.0000000000000000000000000000000,0,0,22.907514450000001
마라19bb89bb,39,4,0,0,0,,910.0000000000000000000000000000000,0,0,68.671531790000003
마라19bb90aa,41,10,5,0,0,,1229.0000000000000000000000000000000,0,0,
마라19bb90ab,23,12,0,0,0,,1457.0000000000000000000000000000000,0,0,9.000000000000000
마라19bb90ba,7,1,0,0,0,,18.0000000000000000000000000000000,0,0,
마라19bb90bb,10,0,0,1,0,,119.0000000000000000000000000000000,0,0,22.125722540000002
마라19bb91aa,1,0,0,0,0,,,0,0,47.000000000000000
마라19bb91ab,0,9,0,0,0,,,0,0,
마라19bb91ba,0,4,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb91bb,14,0,0,0,0,,19.9999999999999964472863211994991,11,0,82.589595380000006
마라19bb92aa,15,0,0,0,0,,,0,0,
마라19bb92ab,25,0,0,0,0,,,0,0,
마라19bb92ba,2,0,0,0,0,,16.0000000000000000000000000000000,0,0,
마라19bb92bb,26,1,0,0,0,,6.0000000000000000000000000000000,0,0,
마라19bb93aa,39,0,0,0,0,,7.0000000000000008881784197001252,0,0,
마라19bb93ab,40,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb93ba,48,0,0,0,0,,0.0000000000000000000000000000000,0,0,20.718930640000000
마라19bb93bb,38,2,0,0,0,,13.0000000000000000000000000000000,0,0,48.189306360000003
마라19bb94aa,23,0,0,0,0,,8.0000000000000000000000000000000,0,0,
마라19bb94ab,36,0,0,0,0,,9.0000000000000000000000000000000,0,0,
마라19bb94ba,0,0,0,0,0,,,0,0,
마라19bb94bb,0,0,0,0,0,,,0,0,
마라19bb95aa,0,0,0,0,0,,,0,0,
마라19bb95ab,0,0,0,0,0,,,0,0,
마라19bb95ba,0,0,0,0,0,,,0,0,
마라19bb95bb,0,0,0,0,0,,,0,0,20.563583820000002
마라19bb96aa,0,0,0,0,0,,,0,0,20.437861269999999
마라19bb96ab,9,0,0,0,0,,0.0000000000000000000000000000000,0,0,20.000000000000000
마라19bb96ba,55,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb96bb,10,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb97aa,13,0,0,0,0,,8.0000000000000000000000000000000,0,0,
마라19bb97ab,5,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb97ba,2,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb97bb,0,0,0,0,0,,,0,0,
마라19bb98aa,0,0,0,0,0,,,0,0,
마라19bb98ab,0,0,0,0,0,,,0,0,
마라19bb98ba,0,0,0,0,0,,,0,0,
마라19bb98bb,0,0,0,0,0,,,0,0,
마라19bb99aa,12,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라19bb99ab,21,0,0,0,0,,7.0000000000000008881784197001252,0,0,
마라19bb99ba,16,1,0,0,0,,12.0000000000000000000000000000000,0,0,
마라19bb99bb,4,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa85ba,0,0,0,0,0,,,0,0,
마라20aa85bb,0,0,0,0,0,,,0,0,
마라20aa86aa,0,0,0,0,0,,,0,0,
마라20aa86ab,1,0,0,0,0,,,0,0,28.804913289999998
마라20aa86ba,6,9,0,0,0,,1425.0000000000000000000000000000000,0,0,
마라20aa86bb,3,6,0,1,0,,807.0000000000000000000000000000000,0,0,29.619942200000001
마라20aa87aa,3,6,0,1,0,,1037.0000000000000000000000000000000,0,0,28.089595379999999
마라20aa87ab,3,7,0,0,0,,1445.0000000000000000000000000000000,0,0,
마라20aa87ba,1,12,0,0,0,,2397.0000000000000000000000000000000,0,0,
마라20aa87bb,7,8,0,0,0,,1092.0000000000000000000000000000000,0,0,
마라20aa88aa,0,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa88ab,1,0,0,0,0,,,0,0,
마라20aa88ba,0,0,0,0,0,,,0,0,
마라20aa88bb,0,0,0,0,0,,,0,0,
마라20aa89aa,5,0,0,1,0,,37.0000000000000000000000000000000,0,0,
마라20aa89ab,10,2,0,0,0,,107.0000000000000000000000000000000,0,0,
마라20aa89ba,3,2,0,0,0,,34.0000000000000000000000000000000,0,0,
마라20aa89bb,4,0,0,0,0,,71.0000000000000000000000000000000,0,0,8.000000000000000
마라20aa90aa,8,1,0,0,0,,233.0000000000000000000000000000000,0,0,24.874277459999998
마라20aa90ab,7,6,0,0,0,,608.0000000000000000000000000000000,81,0,29.914739879999999
마라20aa90ba,4,4,0,0,0,,406.0000000000000000000000000000000,0,0,
마라20aa90bb,12,0,0,0,0,,271.0000000000000000000000000000000,0,0,21.000000000000000
마라20aa91aa,15,0,0,0,0,,49.0000000000000000000000000000000,0,0,
마라20aa91ab,0,0,0,0,0,,,0,0,
마라20aa91ba,4,0,0,0,0,,0.0000000000000000000000000000000,0,0,12.000000000000000
마라20aa91bb,1,0,0,0,0,,19.0000000000000000000000000000000,0,0,
마라20aa92aa,12,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa92ab,7,0,0,0,0,,0.0000000000000000000000000000000,0,0,12.000000000000000
마라20aa92ba,17,0,0,0,0,,0.0000000000000000000000000000000,0,0,28.251445090000001
마라20aa92bb,23,0,0,0,0,,11.0000000000000000000000000000000,0,0,
마라20aa93aa,27,2,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa93ab,34,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa93ba,31,0,0,0,0,,7.0000000000000008881784197001252,0,0,8.000000000000000
마라20aa93bb,10,1,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa94aa,3,0,0,0,0,,11.0000000000000000000000000000000,0,0,
마라20aa94ab,7,0,0,0,0,,19.0000000000000000000000000000000,0,0,4.059248555000000
마라20aa94ba,0,0,0,0,0,,,0,0,
마라20aa94bb,0,0,0,0,0,,,0,0,
마라20aa95aa,0,0,0,0,0,,,0,0,
마라20aa95ab,0,0,0,0,0,,,0,0,
마라20aa95ba,0,0,0,0,0,,,0,0,
마라20aa95bb,0,0,0,0,0,,,0,0,
마라20aa96aa,1,0,0,0,0,,,0,0,35.125722539999998
마라20aa96ab,15,2,0,0,0,,19.0000000000000000000000000000000,0,0,18.563583820000002
마라20aa96ba,52,0,0,0,0,,9.0000000000000000000000000000000,0,0,
마라20aa96bb,27,0,0,0,0,,9.9999999999999982236431605997495,0,0,
마라20aa97aa,8,0,0,0,0,,6.0000000000000000000000000000000,0,0,
마라20aa97ab,7,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa97ba,2,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa97bb,0,0,0,0,0,,,0,0,
마라20aa98aa,0,0,0,0,0,,,0,0,
마라20aa98ab,0,0,0,0,0,,,0,0,
마라20aa98ba,0,0,0,0,0,,,0,0,
마라20aa98bb,0,0,0,0,0,,,0,0,
마라20aa99aa,0,0,0,0,0,,,0,0,
마라20aa99ab,4,0,0,0,0,,0.0000000000000000000000000000000,0,0,
마라20aa99ba,0,0,0,0,0,,19.9999999999999964472863211994991,0,0,
마라20aa99bb,0,0,0,0,0,,,0,0,
마라20ab85ab,0,0,0,0,0,,,0,0,
마라20ab85ba,0,0,0,0,0,,,0,0,
마라20ab85bb,0,0,0,0,0,,,0,0,
마라20ab86aa,0,0,0,0,0,,,0,0,
마라20ab86ab,1,0,0,0,0,,46.0000000000000000000000000000000,0,0,
마라20ab86ba,0,3,0,0,0,,444.0000000000000000000000000000000,0,0,
마라20ab86bb,5,8,0,0,0,,1018.0000000000000000000000000000000,0,0,
마라20ab87aa,6,2,0,0,1,,400.0000000000000000000000000000000,0,2,25.455202310000001
마라20ab87ab,6,0,0,0,0,,324.0000000000000000000000000000000,0,0,
마라20ab87ba,4,0,0,0,0,,104.0000000000000000000000000000000,0,0,
마라20ab87bb,8,3,0,0,0,,0.0000000000000000000000000000000,0,0,
